Area,BuildStruc,BuildType,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice 
77.84㎡,钢混结构,板楼,馨佳园(菊泉街1969弄),精装,有,高楼层 (共24层),5,南,,宝山,顾村,,285,2室2厅1厨1卫,36614
120.65㎡,钢混结构,板塔结合,保利叶语(二期)(公寓),精装,有,高楼层 (共17层),2,南,,宝山,顾村,,660,4室2厅1厨2卫,54704
46.11㎡,砖混结构,板楼,乾溪三村,简装,无,高楼层 (共6层),9,南,,宝山,上大,,180,1室1厅1厨1卫,39038
147.27㎡,钢混结构,板楼,保利叶之林(一期),毛坯,有,中楼层 (共14层),8,南 北,,宝山,上大,,746,4室2厅1厨2卫,50656
94.78㎡,钢混结构,板楼,保利叶上海(三期),精装,有,低楼层 (共33层),4,西,,宝山,顾村,,460,3室2厅1厨2卫,48534
109.51㎡,钢混结构,板楼,杰圣家苑,精装,有,高楼层 (共18层),14,南,,宝山,高境,,610,3室1厅1厨1卫,55703
172.39㎡,钢混结构,板楼,枫庭丽苑,精装,无,高楼层 (共6层),90,南,,宝山,大华,,720,4室3厅1厨2卫,41766
121.53㎡,钢混结构,板楼,嘉骏香山苑,精装,有,中楼层 (共14层),46,南,,宝山,淞南,,606,3室2厅1厨2卫,49865
129.32㎡,钢混结构,板楼,上大阳光乾静园,精装,无,中楼层 (共6层),75,南,,宝山,上大,,590,3室2厅1厨2卫,45624
130.53㎡,未知结构,暂无数据,好日子大家园D区,毛坯,暂无数据,高楼层 (共6层),33,南,,宝山,顾村,,400,3室2厅1厨2卫,30645
116.08㎡,钢混结构,板楼,恒盛豪庭,毛坯,有,中楼层 (共29层),5,南 北,,宝山,高境,,705,3室2厅1厨2卫,60734
95.95㎡,钢混结构,板楼,逸仙华庭,简装,有,高楼层 (共6层),52,南,,宝山,高境,,550,2室2厅1厨1卫,57322
96.2㎡,钢混结构,板楼,圣卡洛铂庭,精装,有,高楼层 (共14层),18,南,,宝山,顾村,,355,3室2厅1厨1卫,36903
66.42㎡,砖混结构,板楼,宝山二村,精装,无,高楼层 (共6层),22,南,,宝山,淞宝,,250,2室1厅1厨1卫,37640
70.53㎡,砖混结构,板楼,民悦苑,精装,无,高楼层 (共6层),19,南,,宝山,张庙,,329,2室1厅1厨1卫,46647
86.92㎡,砖混结构,板楼,共富四村,精装,无,低楼层 (共6层),18,南,,宝山,共富,,340,2室2厅1厨1卫,39117
69.1㎡,砖混结构,板楼,共康六村,简装,无,高楼层 (共6层),13,南,,宝山,共康,,325,2室1厅1厨1卫,47034
45.6㎡,钢混结构,塔楼,美岸栖庭(公寓),简装,有,中楼层 (共17层),19,南,,宝山,高境,,245,1室1厅1厨1卫,53729
123.1㎡,钢混结构,板楼,嘉骏香山苑,简装,有,高楼层 (共14层),21,南 北,,宝山,淞南,,625,3室2厅1厨2卫,50772
88.94㎡,钢混结构,板楼,康泰新城,精装,无,中楼层 (共6层),54,南,,宝山,大华,,455,2室2厅1厨1卫,51159
125.29㎡,钢混结构,板楼,中环国际公寓(二期),精装,有,中楼层 (共17层),1,南,,宝山,共康,,780,3室2厅1厨2卫,62256
71.67㎡,砖混结构,板楼,淞南六村,简装,无,高楼层 (共6层),31,南,,宝山,淞南,,268,2室1厅1厨1卫,37394
96.82㎡,砖混结构,板楼,嘉华苑(宝山),精装,无,高楼层 (共6层),42,南 北,,宝山,大华,,539,2室2厅1厨1卫,55671
95㎡,未知结构,暂无数据,保利熙悦,精装,暂无数据,中楼层 (共25层),24,南,,宝山,上大,,498,3室2厅1厨2卫,52422
137.27㎡,钢混结构,板楼,经纬弘汇地标家园,精装,有,低楼层 (共18层),8,南 北,,宝山,上大,,768,3室2厅1厨2卫,55949
65.95㎡,砖混结构,板楼,淞南六村,简装,无,中楼层 (共6层),11,南,,宝山,淞南,,287,2室1厅1厨1卫,43518
101.94㎡,钢混结构,板楼,和欣国际花园,精装,有,低楼层 (共18层),7,南 北,,宝山,共康,,600,2室2厅1厨1卫,58859
95.97㎡,钢混结构,板楼,昌鑫时代绿园,简装,无,中楼层 (共6层),30,南 北,,宝山,张庙,,480,2室2厅1厨1卫,50016
70㎡,砖混结构,板楼,通河六村,简装,无,高楼层 (共6层),20,南,,宝山,通河,,295,2室1厅1厨1卫,42143
133.2㎡,钢混结构,板楼,昌鑫世纪园,简装,无,高楼层 (共6层),5,南 北,,宝山,通河,,670,3室2厅1厨2卫,50301
146㎡,钢混结构,板楼,保利叶之林(二期),精装,有,中楼层 (共14层),48,南,,宝山,上大,,840,4室2厅1厨2卫,57535
36.66㎡,砖混结构,板楼,共康六村,精装,无,高楼层 (共6层),181,南,,宝山,共康,,172,1室1厅1厨1卫,46918
65.11㎡,砖混结构,板楼,泗塘五村,毛坯,无,低楼层 (共6层),29,南,,宝山,张庙,,255,2室1厅1厨1卫,39165
75.05㎡,砖混结构,板楼,共富一村,简装,无,中楼层 (共6层),17,南,,宝山,共富,,290,2室2厅1厨1卫,38641
69.94㎡,砖混结构,板楼,高境二村,精装,无,高楼层 (共6层),12,南,,宝山,高境,,310,2室1厅1厨1卫,44324
68.92㎡,砖混结构,板楼,罗南二村,毛坯,无,低楼层 (共6层),47,南,,宝山,罗店,,195,2室1厅1厨1卫,28294
45.21㎡,砖混结构,板楼,宝钢八村,简装,无,中楼层 (共5层),4,南,,宝山,淞宝,,200,2室0厅1厨1卫,44239
45.31㎡,砖混结构,板楼,高境一村,简装,无,低楼层 (共6层),1,南,,宝山,高境,,225,1室1厅1厨1卫,49658
103.84㎡,钢混结构,板楼,康泰新城,精装,无,高楼层 (共6层),93,南,,宝山,大华,,470,3室2厅1厨1卫,45262
59.17㎡,砖混结构,板楼,呼玛一村,简装,无,高楼层 (共6层),9,南,,宝山,张庙,,235,2室1厅1厨1卫,39717
119.53㎡,钢混结构,板楼,世纪非凡怡园,精装,有,低楼层 (共12层),82,南,,宝山,顾村,,380,3室2厅1厨2卫,31792
67.76㎡,砖混结构,板楼,华浜二村,精装,无,高楼层 (共6层),55,南,,宝山,淞南,,252,2室1厅1厨1卫,37191
49.01㎡,砖混结构,板楼,泗塘一村,毛坯,无,中楼层 (共4层),2,南,,宝山,张庙,,185,1室1厅1厨1卫,37748
84.47㎡,砖混结构,板楼,嘉华苑(宝山),精装,无,中楼层 (共6层),28,南 北,,宝山,大华,,500,2室2厅1厨1卫,59193
53.8㎡,钢混结构,板楼,三花现代城(二期香梅苑),精装,有,高楼层 (共17层),21,南,,宝山,高境,,360,1室1厅1厨1卫,66915
89.8㎡,钢混结构,板楼,新天地荻泾花园,精装,有,高楼层 (共9层),21,南 北,,宝山,顾村,,330,2室2厅1厨1卫,36749
126.09㎡,砖混结构,板楼,共富二村,精装,无,低楼层 (共6层),21,南,,宝山,共富,,470,3室2厅1厨2卫,37275
96.45㎡,钢混结构,板楼,中环一号(一期),精装,有,低楼层 (共14层),35,南,,宝山,大华,,485,2室2厅1厨1卫,50286
70.49㎡,钢混结构,板楼,梧桐城邦(二期),精装,无,中楼层 (共5层),78,东,,宝山,大华,,420,2室2厅1厨1卫,59583
42.88㎡,砖混结构,板楼,逸仙路1321弄,精装,无,中楼层 (共5层),20,南,,宝山,高境,,205,1室1厅1厨1卫,47808
41.19㎡,砖混结构,板楼,逸仙路1321弄,简装,无,中楼层 (共5层),15,南,,宝山,高境,,195,1室1厅1厨1卫,47342
132㎡,钢混结构,板楼,中环一号(一期),毛坯,有,高楼层 (共14层),20,南,,宝山,大华,,670,3室2厅1厨2卫,50758
119.25㎡,钢混结构,板楼,尚城汇景园,精装,有,高楼层 (共16层),23,南,,宝山,淞南,,580,3室2厅1厨1卫,48638
68.76㎡,砖混结构,板楼,高境一村,精装,无,高楼层 (共6层),24,南,,宝山,高境,,320,2室1厅1厨1卫,46539
118㎡,钢混结构,板楼,招商中环华府,精装,有,低楼层 (共13层),24,南,,宝山,大场镇,,550,3室2厅1厨2卫,46611
153㎡,钢混结构,板楼,康泰新城,精装,无,高楼层 (共6层),48,南,,宝山,大华,,580,3室2厅1厨2卫,37909
97.84㎡,钢混结构,板楼,嘉华苑(宝山),精装,有,中楼层 (共11层),24,南 北,,宝山,大华,,630,2室2厅1厨1卫,64391
80.66㎡,钢混结构,板楼,嘉骏花苑,简装,无,高楼层 (共6层),24,南,,宝山,高境,,480,3室3厅2厨2卫,59510
70.5㎡,钢混结构,板楼,大华二村,简装,无,中楼层 (共7层),68,南,,宝山,大华,,360,2室1厅1厨1卫,51064
65.39㎡,钢混结构,板楼,馨佳园(潘广路1765弄),精装,有,低楼层 (共14层),15,南,,宝山,顾村,,248,1室1厅1厨1卫,37927
133.13㎡,钢混结构,板楼,三花现代城(二期香梅苑),精装,有,低楼层 (共17层),32,西南 北,,宝山,高境,,749,3室2厅1厨2卫,56261
210.6㎡,钢混结构,板楼,康泰新城,精装,有,高楼层 (共11层),36,南,,宝山,大华,,1070,6室2厅1厨3卫,50808
148.31㎡,钢混结构,板楼,旭辉依云湾,精装,无,高楼层 (共4层),30,南,,宝山,顾村,,620,4室3厅1厨3卫,41805
50.25㎡,砖混结构,板楼,高境二村,简装,无,高楼层 (共6层),8,南,,宝山,高境,,216,1室1厅1厨1卫,42986
42㎡,砖混结构,板楼,淞南三村,简装,无,高楼层 (共6层),9,南,,宝山,淞南,,175,1室1厅1厨1卫,41667
127.83㎡,钢混结构,板楼,锦辉绿园,简装,无,高楼层 (共6层),7,南,,宝山,通河,,585,3室2厅1厨2卫,45764
64.1㎡,钢混结构,塔楼,泗塘四村,简装,有,低楼层 (共15层),12,南,,宝山,张庙,,270,2室1厅1厨1卫,42122
62.68㎡,砖混结构,板楼,呼玛一村,简装,无,中楼层 (共6层),6,南,,宝山,张庙,,265,2室1厅1厨1卫,42279
86.3㎡,钢混结构,板楼,共和新苑,精装,无,中楼层 (共6层),31,南 北,,宝山,共康,,490,2室2厅1厨1卫,56779
80.07㎡,钢混结构,板楼,嘉骏花苑,简装,有,高楼层 (共16层),18,南,,宝山,高境,,398,2室2厅1厨1卫,49707
55.3㎡,钢混结构,板楼,嘉骏花苑,精装,无,低楼层 (共6层),21,南,,宝山,高境,,275,1室1厅1厨1卫,49729
76.95㎡,钢混结构,板楼,文宝苑,简装,有,高楼层 (共10层),4,南 北,,宝山,顾村,,370,2室2厅1厨1卫,48084
79.47㎡,砖混结构,板楼,金棠苑,其他,无,低楼层 (共6层),0,南,,宝山,张庙,,370,2室1厅1厨1卫,46559
111.69㎡,钢混结构,板楼,水韵华庭,简装,有,低楼层 (共14层),7,南 北,,宝山,大华,,680,2室2厅1厨1卫,60883
79.84㎡,钢混结构,板楼,世纪非凡锦城,精装,有,中楼层 (共18层),5,南 北,,宝山,顾村,,300,2室2厅1厨1卫,37576
92.55㎡,钢混结构,板楼,岭南雅苑,简装,无,低楼层 (共6层),0,南,,宝山,张庙,,475,2室2厅1厨1卫,51324
68.14㎡,砖混结构,板楼,逸仙路1321弄,简装,无,高楼层 (共6层),7,南,,宝山,高境,,280,2室1厅1厨1卫,41092
100.04㎡,钢混结构,板楼,和欣国际花园,精装,有,低楼层 (共17层),18,南,,宝山,共康,,570,2室2厅1厨1卫,56978
54.3㎡,钢混结构,板楼,久千公寓,简装,无,中楼层 (共7层),33,南,,宝山,高境,,240,2室1厅1厨1卫,44199
66.75㎡,砖混结构,板楼,淞南小八村,简装,无,中楼层 (共6层),2,南,,宝山,淞南,,310,2室1厅1厨1卫,46442
78.5㎡,砖混结构,板楼,环镇北路400弄,简装,无,低楼层 (共6层),3,南,,宝山,大场镇,,335,3室1厅1厨1卫,42676
92.55㎡,钢混结构,板楼,招商海德名门,精装,有,低楼层 (共11层),7,南,,宝山,杨行,,365,2室2厅1厨1卫,39439
149.01㎡,钢混结构,板楼,柏丽华庭,精装,有,低楼层 (共18层),3,南,,宝山,杨行,,630,4室2厅1厨2卫,42280
62.92㎡,砖混结构,板楼,淞南九村,简装,无,高楼层 (共6层),8,南 北,,宝山,淞南,,255,2室1厅1厨1卫,40528
47.8㎡,砖混结构,板楼,联建新村(宝山),简装,无,低楼层 (共5层),12,南 北,,宝山,大场镇,,180,2室1厅1厨1卫,37657
72.61㎡,砖混结构,板楼,泗塘八村,精装,无,高楼层 (共6层),4,南,,宝山,张庙,,295,2室1厅1厨1卫,40629
66.89㎡,砖混结构,板楼,大华一村,简装,无,高楼层 (共6层),11,南,,宝山,大华,,320,2室1厅1厨1卫,47840
119.38㎡,砖混结构,板楼,宝山二村,精装,无,高楼层 (共6层),3,南 北,,宝山,淞宝,,510,3室2厅1厨1卫,42721
76㎡,钢混结构,板楼,圣卡洛铂庭,精装,有,高楼层 (共14层),17,南,,宝山,顾村,,268,2室1厅1厨1卫,35264
88.14㎡,钢混结构,板楼,新天地荻泾花园,简装,有,低楼层 (共7层),6,南,,宝山,顾村,,330,2室2厅1厨1卫,37441
69.66㎡,钢混结构,塔楼,泗塘四村,其他,有,中楼层 (共15层),3,东南,,宝山,张庙,,260,2室1厅1厨1卫,37325
103.67㎡,砖混结构,板楼,宝林春天苑,简装,无,中楼层 (共6层),5,南,,宝山,淞宝,,480,2室2厅1厨1卫,46301
75.78㎡,钢混结构,板楼,馨佳园(菊泉街1346弄),简装,有,中楼层 (共14层),4,南 北,,宝山,顾村,,298,2室1厅1厨1卫,39325
103.44㎡,钢混结构,板楼,远洋7号,精装,有,中楼层 (共11层),17,南,,宝山,罗店,,420,3室2厅1厨1卫,40604
94㎡,未知结构,暂无数据,好日子大家园D区,精装,暂无数据,中楼层 (共6层),17,南,,宝山,顾村,,365,2室2厅1厨1卫,38830
93.28㎡,钢混结构,板楼,古北菊翔苑(菊联路233弄),精装,有,低楼层 (共8层),26,东 南,,宝山,顾村,,388,3室2厅1厨1卫,41596
86.43㎡,砖混结构,板楼,海江新村,简装,无,中楼层 (共6层),12,南 北,,宝山,淞宝,,320,3室1厅1厨1卫,37025
57.04㎡,砖混结构,板楼,泰和路678弄,简装,无,高楼层 (共6层),46,南,,宝山,淞宝,,190,2室1厅1厨1卫,33310
34.54㎡,砖混结构,板楼,华浜新村,简装,无,中楼层 (共5层),10,南,,宝山,淞南,,150,1室0厅1厨1卫,43428
39.77㎡,砖混结构,板楼,泗塘四村,简装,无,高楼层 (共6层),1,南,,宝山,张庙,,175,1室1厅1厨1卫,44004
45.99㎡,砖混结构,板楼,好旺花苑,精装,无,高楼层 (共6层),3,南 北,,宝山,大华,,230,1室1厅1厨1卫,50011
63.24㎡,砖混结构,板楼,共富二村,精装,无,高楼层 (共6层),5,南 北,,宝山,共富,,240,2室1厅1厨1卫,37951
46.31㎡,砖混结构,板楼,大华一村,简装,无,高楼层 (共6层),1,南 北,,宝山,大华,,235,1室1厅1厨1卫,50745
66.16㎡,砖混结构,板楼,大华二村,精装,无,高楼层 (共6层),9,南 北,,宝山,大华,,340,2室1厅1厨1卫,51391
80.58㎡,钢混结构,板楼,美树铭家,其他,无,高楼层 (共6层),2,南,,宝山,张庙,,420,2室2厅1厨1卫,52123
115.69㎡,钢混结构,板楼,梧桐城邦(二期),精装,无,高楼层 (共6层),14,南 北,,宝山,大华,,630,3室2厅1厨2卫,54456
62.28㎡,砖混结构,板楼,大唐花园,简装,无,高楼层 (共6层),19,南,,宝山,共富,,205,2室1厅1厨1卫,32916
129.09㎡,钢混结构,板楼,当代高邸,简装,无,低楼层 (共6层),6,南,,宝山,上大,,580,3室2厅1厨2卫,44930
118.01㎡,未知结构,暂无数据,好日子大家园D区,精装,暂无数据,高楼层 (共6层),3,南 北,,宝山,顾村,,430,3室2厅1厨2卫,36438
57.91㎡,钢混结构,板楼,逸仙二村,简装,无,高楼层 (共7层),5,南,,宝山,高境,,255,2室1厅1厨1卫,44034
46.74㎡,砖混结构,板楼,泗塘八村,简装,无,中楼层 (共6层),4,南,,宝山,张庙,,185,1室1厅1厨1卫,39581
65.75㎡,砖混结构,板楼,共和小区,其他,无,中楼层 (共6层),20,南,,宝山,张庙,,325,2室1厅1厨1卫,49430
50.28㎡,砖混结构,板楼,宝林二村,简装,无,高楼层 (共6层),1,南 北,,宝山,淞宝,,210,2室1厅1厨1卫,41767
127.68㎡,钢混结构,板楼,康桥水都(公寓),精装,无,高楼层 (共6层),14,西南,,宝山,杨行,,430,3室2厅1厨2卫,33678
84.75㎡,钢混结构,板楼,新城昱翠湾,精装,暂无数据,低楼层 (共7层),6,南 北,,宝山,月浦,,268,3室2厅1厨1卫,31623
64.74㎡,钢混结构,板楼,中环一号(二期),精装,有,中楼层 (共18层),14,南,,宝山,大华,,440,2室2厅1厨1卫,67965
128.86㎡,钢混结构,板楼,玉华苑,简装,无,高楼层 (共6层),6,南 北,,宝山,大华,,595,3室2厅1厨2卫,46175
66.9㎡,砖混结构,板楼,吉浦路615弄,简装,无,高楼层 (共6层),19,南,,宝山,高境,,288,2室1厅1厨1卫,43050
72㎡,砖混结构,板楼,环镇北路600弄,简装,无,中楼层 (共6层),5,南,,宝山,大场镇,,285,2室1厅1厨1卫,39584
133.95㎡,钢混结构,板楼,世华佳苑,简装,无,中楼层 (共6层),28,南,,宝山,杨行,,560,3室2厅1厨2卫,41807
57.51㎡,砖混结构,板楼,呼玛一村,精装,无,高楼层 (共6层),11,南,,宝山,张庙,,224,2室1厅1厨1卫,38950
115.34㎡,钢混结构,板楼,保利叶语(一期)(公寓),精装,有,低楼层 (共17层),11,东,,宝山,顾村,,620,4室2厅1厨1卫,53755
74.09㎡,砖混结构,板楼,共富一村,简装,无,中楼层 (共6层),18,南,,宝山,共富,,299.5,2室1厅1厨1卫,40424
55.04㎡,砖混结构,板楼,呼玛一村,简装,无,高楼层 (共6层),5,南 北,,宝山,张庙,,220,2室1厅1厨1卫,39971
83.54㎡,钢混结构,板楼,复星花园(行知路635弄),简装,无,低楼层 (共6层),29,南,,宝山,大华,,430,2室2厅1厨1卫,51473
77.46㎡,砖混结构,板楼,共富一村,精装,无,高楼层 (共6层),60,南,,宝山,共富,,295,2室2厅1厨1卫,38085
56.63㎡,砖混结构,板楼,共康五村,简装,无,高楼层 (共6层),23,南,,宝山,共康,,242,2室1厅1厨1卫,42734
100.48㎡,钢混结构,板楼,盛达家园,精装,有,中楼层 (共14层),13,南,,宝山,张庙,,445,2室2厅1厨1卫,44288
100.67㎡,钢混结构,板楼,盛达家园,精装,有,高楼层 (共14层),27,南,,宝山,张庙,,425,2室2厅1厨1卫,42218
78.65㎡,钢混结构,板楼,保利叶上海(一期),简装,有,中楼层 (共18层),31,南,,宝山,顾村,,345,2室2厅1厨1卫,43866
82.21㎡,钢混结构,板楼,共康路400弄,精装,无,高楼层 (共6层),50,南,,宝山,共康,,370,2室2厅1厨1卫,45007
60.39㎡,砖混结构,板楼,嘉华苑(宝山),简装,无,高楼层 (共6层),97,南 北,,宝山,大华,,309,2室1厅1厨1卫,51168
78㎡,砖混结构,板楼,祁连二村,精装,无,高楼层 (共6层),260,南 北,,宝山,上大,,275,2室2厅1厨1卫,35257
82.27㎡,砖混结构,板楼,共富一村,简装,无,高楼层 (共6层),62,南,,宝山,共富,,310,3室1厅1厨1卫,37681
66.42㎡,砖混结构,板楼,宝山二村,简装,无,高楼层 (共6层),55,南,,宝山,淞宝,,248,2室1厅1厨1卫,37339
90.3㎡,钢混结构,板楼,旭辉城,精装,暂无数据,中楼层 (共18层),65,暂无数据,,宝山,罗泾,,220,3室2厅1厨1卫,24364
53.98㎡,钢混结构,塔楼,美罗家园宝欣苑七村,毛坯,暂无数据,低楼层 (共18层),4,南,,宝山,罗店,,155,1室1厅1厨1卫,28715
101.05㎡,钢混结构,板楼,绿地海域笙晖(公寓),精装,有,低楼层 (共17层),8,南 北,,宝山,杨行,,450,3室2厅1厨1卫,44533
68.17㎡,砖混结构,板楼,祁连四村,精装,无,低楼层 (共6层),25,南,,宝山,上大,,340,2室1厅1厨1卫,49876
96.93㎡,钢混结构,板楼,绿地海域笙晖(公寓),简装,有,低楼层 (共16层),9,南,,宝山,杨行,,420,3室2厅1厨1卫,43331
90.11㎡,钢混结构,板楼,美兰湖岭域,精装,有,中楼层 (共7层),110,南,,宝山,罗店,,380,3室2厅1厨1卫,42171
110.68㎡,钢混结构,板楼,上大聚丰园,精装,有,低楼层 (共11层),13,南,,宝山,上大,,475,2室2厅1厨1卫,42917
64.93㎡,砖混结构,板楼,久千公寓,简装,无,高楼层 (共6层),11,南,,宝山,高境,,270,2室1厅1厨1卫,41584
61.6㎡,砖混结构,板楼,海江二村,简装,无,中楼层 (共6层),8,南,,宝山,淞宝,,235,2室1厅1厨1卫,38150
45.6㎡,砖混结构,板楼,共富二村,简装,无,高楼层 (共6层),45,南,,宝山,共富,,190,1室1厅1厨1卫,41667
97.79㎡,钢混结构,板楼,新月时代家园,精装,暂无数据,中楼层 (共12层),3,南,,宝山,月浦,,338,2室2厅1厨1卫,34564
96.17㎡,钢混结构,板楼,经纬学府涵青花园(二期),毛坯,有,高楼层 (共13层),18,南,,宝山,上大,,465,2室2厅1厨1卫,48352
83.83㎡,未知结构,暂无数据,保利叶上海(二期),精装,有,中楼层 (共33层),17,南,,宝山,顾村,,435,3室2厅1厨1卫,51891
108.23㎡,钢混结构,板楼,经纬阳光水岸家园(一期),简装,有,高楼层 (共9层),36,南,,宝山,上大,,510,2室2厅1厨2卫,47122
88.7㎡,砖混结构,板楼,天馨花园(公寓),精装,无,高楼层 (共6层),106,南,,宝山,杨行,,310,2室2厅1厨1卫,34950
126.18㎡,钢混结构,板楼,康桥水都(公寓),精装,无,中楼层 (共6层),8,南,,宝山,杨行,,480,3室2厅1厨2卫,38041
128.25㎡,钢混结构,板楼,枫庭丽苑,精装,无,中楼层 (共6层),11,南,,宝山,大华,,750,3室2厅1厨2卫,58480
76.74㎡,砖混结构,板楼,淞南新新五村,简装,无,高楼层 (共6层),37,南,,宝山,淞南,,310,2室2厅1厨1卫,40397
105.96㎡,钢混结构,板楼,四季绿城,精装,无,高楼层 (共6层),29,南,,宝山,高境,,545,3室2厅1厨1卫,51435
119.38㎡,钢混结构,板楼,和欣国际花园,简装,有,高楼层 (共16层),20,南,,宝山,共康,,740,3室2厅1厨2卫,61987
102.76㎡,钢混结构,板楼,嘉骏花苑,精装,无,高楼层 (共6层),45,南,,宝山,高境,,530,4室2厅2厨2卫,51577
129.51㎡,钢混结构,板楼,枫庭丽苑,精装,无,低楼层 (共6层),19,南,,宝山,大华,,685,3室2厅2厨2卫,52892
88.74㎡,钢混结构,板楼,四季绿城,精装,无,高楼层 (共6层),29,南,,宝山,高境,,475,2室2厅1厨1卫,53528
90.24㎡,钢混结构,板楼,四季绿城,简装,有,低楼层 (共14层),48,南,,宝山,高境,,445,2室2厅1厨1卫,49313
87.51㎡,钢混结构,板楼,三花现代城(一期丹桂苑),精装,有,低楼层 (共15层),6,南,,宝山,高境,,520,2室2厅1厨1卫,59422
132.07㎡,钢混结构,板楼,美岸栖庭(公寓),精装,有,低楼层 (共18层),22,南 北,,宝山,高境,,810,3室2厅1厨2卫,61332
87.77㎡,钢混结构,板楼,高杨佳苑,精装,暂无数据,低楼层 (共26层),22,南 北,,宝山,高境,,470,2室2厅1厨1卫,53550
86.82㎡,钢混结构,板楼,三花现代城(二期香梅苑),简装,有,低楼层 (共17层),58,东南,,宝山,高境,,460,2室1厅1厨1卫,52984
89.93㎡,钢混结构,板楼,三花现代城(一期丹桂苑),精装,有,低楼层 (共16层),6,南,,宝山,高境,,469,2室2厅1厨1卫,52152
89㎡,钢混结构,板楼,三花现代城(二期香梅苑),精装,有,高楼层 (共17层),3,南,,宝山,高境,,560,2室2厅1厨1卫,62922
89.48㎡,钢混结构,板楼,三花现代城(一期丹桂苑),精装,有,中楼层 (共16层),26,南 北,,宝山,高境,,520,2室2厅1厨1卫,58114
95.25㎡,砖混结构,板楼,久千公寓,简装,无,中楼层 (共6层),66,南,,宝山,高境,,450,2室1厅1厨1卫,47245
68.9㎡,砖混结构,板楼,高境一村,简装,无,低楼层 (共6层),49,南 北,,宝山,高境,,330,2室1厅1厨1卫,47896
99.99㎡,砖混结构,板楼,宝山九村,精装,无,高楼层 (共6层),37,南 北,,宝山,淞宝,,430,3室2厅1厨1卫,43005
49.97㎡,砖混结构,板楼,逸仙路1321弄,简装,无,高楼层 (共6层),49,南,,宝山,高境,,220,2室1厅1厨1卫,44027
73.63㎡,砖混结构,板楼,乐业一村,简装,无,高楼层 (共6层),8,南,,宝山,月浦,,230,3室1厅1厨1卫,31238
43.44㎡,砖混结构,板楼,向阳新村(宝山),毛坯,暂无数据,中楼层 (共5层),0,南,,宝山,罗店,,145,1室1厅1厨1卫,33380
130.17㎡,砖混结构,板楼,民悦苑,简装,无,高楼层 (共6层),18,南,,宝山,张庙,,590,3室2厅1厨1卫,45326
99.99㎡,砖混结构,板楼,宝山十村,简装,无,高楼层 (共6层),40,南 北,,宝山,淞宝,,430,3室2厅1厨1卫,43005
97.68㎡,钢混结构,板楼,三花现代城(二期香梅苑),简装,有,低楼层 (共17层),15,南,,宝山,高境,,530,2室2厅1厨1卫,54259
116.18㎡,钢混结构,板楼,美岸栖庭(公寓),精装,有,中楼层 (共14层),19,南,,宝山,高境,,698,3室2厅1厨1卫,60080
137㎡,钢混结构,板楼,骏景雅苑,毛坯,有,高楼层 (共16层),5,南,,宝山,淞南,,720,3室2厅1厨2卫,52555
55㎡,钢混结构,板楼,骏华苑,简装,无,低楼层 (共6层),83,南,,宝山,大场镇,,240,1室1厅1厨1卫,43637
73.66㎡,砖混结构,板楼,杨泰二村,毛坯,无,高楼层 (共6层),6,南,,宝山,杨行,,258,2室1厅1厨1卫,35026
55.28㎡,砖混结构,板楼,呼玛二村,精装,无,高楼层 (共6层),52,南,,宝山,张庙,,227,2室1厅1厨1卫,41064
65.73㎡,钢混结构,板楼,采菊苑,精装,有,低楼层 (共10层),47,南,,宝山,顾村,,250,2室1厅1厨1卫,38035
61.97㎡,砖混结构,板楼,怡华苑,简装,无,中楼层 (共6层),2,南 北,,宝山,大华,,340,1室1厅1厨1卫,54866
60.83㎡,砖混结构,板楼,华浜新村,简装,无,中楼层 (共5层),63,南,,宝山,淞南,,215,2室1厅1厨1卫,35345
84.3㎡,砖混结构,板楼,呼玛四村,简装,无,高楼层 (共6层),18,南 北,,宝山,张庙,,340,3室1厅1厨1卫,40333
70.9㎡,砖混结构,板楼,祁连一村,简装,无,低楼层 (共6层),5,南,,宝山,上大,,300,2室1厅1厨1卫,42314
33.97㎡,钢混结构,板楼,淞浦苑,毛坯,无,中楼层 (共5层),105,南,,宝山,淞南,,115,1室1厅1厨1卫,33854
84.27㎡,钢混结构,板楼,大华公园世家康华苑,毛坯,无,低楼层 (共6层),17,南,,宝山,大华,,460,2室2厅1厨1卫,54587
76.06㎡,未知结构,暂无数据,好日子大家园C区,毛坯,无,高楼层 (共6层),8,南,,宝山,顾村,,285,2室2厅1厨1卫,37471
106.18㎡,钢混结构,板楼,新梅绿岛苑,精装,有,高楼层 (共18层),18,南 北,,宝山,共康,,565,3室2厅1厨1卫,53212
70.9㎡,砖混结构,板楼,祁连一村,简装,无,高楼层 (共6层),16,南,,宝山,上大,,249,2室1厅1厨1卫,35120
83㎡,钢混结构,板楼,中环国际公寓(一期),精装,有,低楼层 (共18层),7,南,,宝山,共康,,508,2室2厅1厨1卫,61205
112.22㎡,钢混结构,板楼,瑞丰园,精装,有,中楼层 (共11层),3,南 北,,宝山,上大,,470,2室2厅1厨1卫,41883
39.25㎡,砖混结构,板楼,长江路848弄,毛坯,无,中楼层 (共5层),12,南,,宝山,淞南,,158,1室1厅1厨1卫,40255
34.98㎡,砖混结构,板楼,泗塘三村,简装,无,高楼层 (共6层),16,南,,宝山,张庙,,142,1室1厅1厨1卫,40595
