Area,BuildStruc,BuildType,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice 
134.25㎡,钢混结构,板楼,兴景佳苑,其他,无,高楼层 (共6层),0,南,,宝山,淞宝,,1100,3室2厅1厨2卫,81937
124.17㎡,钢混结构,板楼,檀乡湾,精装,有,低楼层 (共11层),16,南,,宝山,顾村,,470,3室2厅1厨2卫,37852
127.78㎡,钢混结构,板楼,锦通苑,精装,无,高楼层 (共6层),20,南,,宝山,淞南,,560,3室2厅1厨2卫,43826
98.9㎡,砖混结构,板楼,新顾村大家园B区,精装,无,低楼层 (共6层),37,南 北,,宝山,顾村,,338,3室2厅1厨1卫,34176
92.8㎡,钢混结构,板楼,岭南雅苑,其他,无,低楼层 (共6层),0,南,,宝山,张庙,,480,2室2厅1厨1卫,51725
47.53㎡,砖混结构,板楼,呼玛四村,毛坯,无,高楼层 (共6层),6,南,,宝山,张庙,,190,1室1厅1厨1卫,39975
95.31㎡,钢混结构,板楼,中环一号(三期),精装,有,低楼层 (共14层),60,南 北,,宝山,大华,,580,3室2厅1厨1卫,60855
53㎡,砖混结构,板楼,呼玛二村,简装,无,高楼层 (共6层),85,南,,宝山,张庙,,210,2室1厅1厨1卫,39623
37.47㎡,砖混结构,板楼,呼玛一村,精装,无,高楼层 (共6层),50,南,,宝山,张庙,,162,1室1厅1厨1卫,43235
91.92㎡,钢混结构,板楼,康桥水都(公寓),精装,有,高楼层 (共6层),112,南,,宝山,杨行,,325,2室2厅1厨1卫,35357
79.67㎡,砖混结构,板楼,高境二村,简装,无,高楼层 (共6层),21,南,,宝山,高境,,338,2室1厅1厨1卫,42426
90.13㎡,钢混结构,塔楼,惠民公寓,简装,有,高楼层 (共20层),16,南,,宝山,张庙,,368,2室1厅1厨1卫,40830
53.33㎡,砖混结构,板楼,宝林五村,精装,无,高楼层 (共6层),9,南,,宝山,淞宝,,218,2室1厅1厨1卫,40878
57.32㎡,砖混结构,板楼,通河七村,简装,无,高楼层 (共6层),13,南,,宝山,通河,,215,2室1厅1厨1卫,37509
78.71㎡,砖混结构,板楼,环镇北路600弄,毛坯,无,中楼层 (共6层),0,南,,宝山,大场镇,,325,2室1厅1厨1卫,41291
69.16㎡,砖混结构,板楼,乐业一村,简装,无,高楼层 (共6层),11,南 北,,宝山,月浦,,220,3室1厅1厨1卫,31811
90.5㎡,钢混结构,板楼,荣域飘鹰锦和花园(公寓),精装,有,低楼层 (共18层),37,南,,宝山,杨行,,355,2室2厅1厨1卫,39227
103.33㎡,钢混结构,板楼,三湘盛世花园,精装,有,低楼层 (共14层),12,南,,宝山,张庙,,537,2室2厅1厨1卫,51970
83.31㎡,钢混结构,板楼,美树铭家,其他,无,低楼层 (共6层),1,南,,宝山,张庙,,450,2室2厅1厨1卫,54016
62.31㎡,砖混结构,板楼,宝钢八村,简装,无,中楼层 (共5层),5,南 北,,宝山,淞宝,,265,3室1厅1厨1卫,42530
57.69㎡,砖混结构,板楼,宝城二村,简装,无,高楼层 (共6层),3,南 北,,宝山,淞宝,,215,2室1厅1厨1卫,37269
41.52㎡,砖混结构,板楼,通河四村,简装,无,高楼层 (共6层),6,南,,宝山,通河,,200,1室1厅1厨1卫,48170
61.33㎡,砖混结构,板楼,乾溪新村,简装,无,高楼层 (共6层),83,西南,,宝山,大场镇,,225,2室1厅1厨1卫,36687
54.9㎡,砖混结构,板楼,临江三村,精装,无,高楼层 (共6层),8,南,,宝山,淞宝,,215,2室1厅1厨1卫,39163
97.76㎡,砖混结构,板楼,泰和新城(泰和西路3493弄),简装,无,高楼层 (共6层),6,南 北,,宝山,顾村,,270,2室2厅1厨1卫,27619
52.92㎡,砖混结构,板楼,呼玛一村,简装,无,低楼层 (共6层),0,南,,宝山,张庙,,240,2室1厅1厨1卫,45352
100.8㎡,砖混结构,板楼,盛宅新村,精装,无,中楼层 (共6层),13,南,,宝山,顾村,,330,3室2厅1厨1卫,32739
96.48㎡,钢混结构,板楼,馨佳园(菊泉街1346弄),精装,有,中楼层 (共14层),5,南,,宝山,顾村,,400,3室2厅1厨1卫,41460
101.29㎡,钢混结构,板楼,东方丽都,精装,有,低楼层 (共11层),61,南,,宝山,杨行,,370,2室2厅1厨1卫,36529
77.18㎡,砖混结构,板楼,宝林八村,毛坯,无,中楼层 (共6层),2,东,,宝山,淞宝,,280,2室1厅1厨1卫,36279
99.15㎡,砖混结构,板楼,祁连四村,精装,无,中楼层 (共6层),39,南,,宝山,上大,,390,3室1厅1厨1卫,39335
121.36㎡,钢混结构,板楼,檀乡湾,精装,有,低楼层 (共14层),4,南,,宝山,顾村,,450,3室2厅1厨2卫,37080
57.12㎡,钢混结构,板楼,四季绿城,精装,无,中楼层 (共6层),7,南,,宝山,高境,,360,1室1厅1厨1卫,63026
55.84㎡,砖混结构,板楼,高境二村,简装,无,中楼层 (共6层),38,南 北,,宝山,高境,,243,1室1厅1厨1卫,43518
89.68㎡,钢混结构,板楼,上大阳光乾清园,精装,无,中楼层 (共6层),30,南,,宝山,上大,,430,2室1厅1厨1卫,47949
46.43㎡,砖混结构,板楼,泗东新村,精装,无,高楼层 (共5层),37,南,,宝山,淞宝,,168,2室1厅1厨1卫,36184
118.48㎡,钢混结构,板楼,华能时代花园,精装,无,高楼层 (共6层),7,南 北,,宝山,淞宝,,600,3室2厅1厨1卫,50642
87㎡,钢混结构,板楼,宝华北岸郡庭(公寓),毛坯,有,中楼层 (共24层),2,南,,宝山,月浦,,210,3室2厅1厨1卫,24138
87㎡,砖混结构,板楼,宝山三村,简装,无,高楼层 (共6层),43,南,,宝山,淞宝,,350,3室1厅1厨1卫,40230
65.3㎡,砖混结构,板楼,宝林二村,简装,无,高楼层 (共6层),12,南 北,,宝山,淞宝,,275,3室1厅1厨1卫,42114
61.07㎡,砖混结构,板楼,宝山一村,简装,无,高楼层 (共6层),3,南,,宝山,淞宝,,246,2室1厅1厨1卫,40282
120.52㎡,钢混结构,板楼,金地艺境(宝山),精装,有,低楼层 (共32层),13,南 北,,宝山,上大,,485,3室2厅1厨2卫,40243
81.53㎡,砖混结构,板楼,行知家园,简装,无,高楼层 (共6层),30,南,,宝山,大华,,409,2室2厅1厨1卫,50166
58.86㎡,砖混结构,板楼,淞南三村,简装,无,高楼层 (共6层),9,南,,宝山,淞南,,242,2室1厅1厨1卫,41115
78.79㎡,砖混结构,板楼,金棠苑,其他,无,低楼层 (共6层),1,南,,宝山,张庙,,390,2室1厅1厨1卫,49499
78.77㎡,砖混结构,板楼,金棠苑,其他,无,高楼层 (共6层),3,南,,宝山,张庙,,325,2室1厅1厨1卫,41260
127.37㎡,钢混结构,板楼,枫庭丽苑,简装,有,低楼层 (共11层),28,南,,宝山,大华,,670,3室2厅1厨2卫,52603
95.49㎡,钢混结构,板楼,上大阳光乾泽园,简装,无,高楼层 (共6层),3,南,,宝山,上大,,415,2室2厅1厨1卫,43461
84.18㎡,钢混结构,板楼,环绿国际,精装,有,中楼层 (共18层),7,南,,宝山,顾村,,270,2室2厅1厨1卫,32075
46.5㎡,砖混结构,板楼,长江西路1160弄,简装,无,中楼层 (共6层),15,南,,宝山,张庙,,185,1室1厅1厨1卫,39785
92.81㎡,砖混结构,板楼,高境二村,简装,无,高楼层 (共6层),0,南 北,,宝山,高境,,435,2室2厅1厨1卫,46870
90.41㎡,钢混结构,板楼,屹立家园,简装,无,低楼层 (共6层),5,南,,宝山,共康,,480,2室2厅1厨1卫,53092
45.85㎡,砖混结构,板楼,泗塘五村,简装,无,低楼层 (共6层),2,南,,宝山,张庙,,204,2室1厅1厨1卫,44493
90.77㎡,钢混结构,板楼,上大阳光乾清园,精装,无,高楼层 (共6层),28,南,,宝山,上大,,410,2室2厅1厨1卫,45170
85.19㎡,钢混结构,板楼,中冶尚园,精装,有,中楼层 (共11层),29,南,,宝山,月浦,,268,3室2厅1厨1卫,31460
57.66㎡,钢混结构,板楼,金鑫花园(公寓),精装,无,中楼层 (共6层),31,南,,宝山,大华,,290,1室1厅1厨1卫,50295
74.77㎡,砖混结构,板楼,共和一村,精装,无,高楼层 (共6层),26,南,,宝山,张庙,,305,2室1厅1厨1卫,40792
89.66㎡,钢混结构,板楼,保利叶上海(一期),精装,有,低楼层 (共24层),21,南,,宝山,顾村,,430,3室2厅1厨1卫,47959
78.8㎡,钢混结构,板楼,逸居苑,精装,无,中楼层 (共6层),15,南 北,,宝山,淞南,,425,2室2厅1厨1卫,53935
101.38㎡,钢混结构,板楼,上大阳光乾静园,精装,无,高楼层 (共6层),13,南,,宝山,上大,,488,3室2厅1厨1卫,48136
132.28㎡,钢混结构,板楼,华能时代花园,精装,无,中楼层 (共6层),15,南,,宝山,淞宝,,650,3室2厅1厨2卫,49139
36.4㎡,砖混结构,板楼,通河二村,精装,无,中楼层 (共6层),10,南 北,,宝山,通河,,172,1室0厅1厨1卫,47253
62.46㎡,钢混结构,板楼,呼玛五村,精装,无,高楼层 (共7层),45,南,,宝山,张庙,,250,2室1厅1厨1卫,40026
84.59㎡,砖混结构,板楼,通河二村,简装,无,高楼层 (共6层),19,东 西,,宝山,通河,,305,2室1厅1厨1卫,36057
60.91㎡,砖混结构,板楼,南大路76弄,精装,无,低楼层 (共6层),7,南,,宝山,大场镇,,220,2室1厅1厨1卫,36119
66.8㎡,砖混结构,板楼,逸仙二村,简装,无,中楼层 (共6层),22,南,,宝山,高境,,305,2室1厅1厨1卫,45659
91㎡,钢混结构,板楼,上坤乐城,精装,有,中楼层 (共12层),14,南 北,,宝山,顾村,,349,3室2厅1厨1卫,38352
40.29㎡,砖混结构,板楼,逸仙一村,精装,无,中楼层 (共6层),6,南,,宝山,高境,,195,1室1厅1厨1卫,48400
84.06㎡,砖混结构,板楼,华鹏花苑,简装,无,高楼层 (共6层),36,南,,宝山,大华,,380,2室2厅1厨1卫,45206
131.86㎡,钢混结构,板楼,思致公寓,简装,无,低楼层 (共6层),0,南 北,,宝山,淞宝,,680,3室2厅1厨2卫,51570
54.44㎡,砖混结构,板楼,宝林六村,简装,无,中楼层 (共6层),5,南,,宝山,淞宝,,220,2室1厅1厨1卫,40412
71.94㎡,砖混结构,板楼,乐业二村,简装,无,高楼层 (共6层),7,南 北,,宝山,月浦,,225,2室1厅1厨1卫,31277
85.89㎡,钢混结构,板楼,康泰新城,简装,无,低楼层 (共6层),24,南,,宝山,大华,,435,2室2厅1厨1卫,50647
88.67㎡,钢混结构,板楼,上大阳光乾和园,精装,无,低楼层 (共6层),2,南,,宝山,大场镇,,370,2室2厅1厨1卫,41728
130.5㎡,钢混结构,板楼,康桥水都(公寓),精装,无,高楼层 (共6层),3,南,,宝山,杨行,,435,3室2厅1厨1卫,33334
68.49㎡,砖混结构,板楼,民悦苑,简装,无,高楼层 (共6层),2,南,,宝山,张庙,,338,2室1厅1厨1卫,49351
60.63㎡,砖混结构,板楼,呼玛五村,精装,无,高楼层 (共6层),9,南,,宝山,张庙,,265,2室1厅1厨1卫,43708
85.13㎡,钢混结构,板楼,杰圣家苑,精装,有,中楼层 (共16层),17,南 北,,宝山,高境,,480,2室2厅1厨1卫,56385
54.6㎡,钢混结构,板楼,嘉骏花苑,简装,无,中楼层 (共6层),17,南,,宝山,高境,,265,1室1厅1厨1卫,48535
89.15㎡,钢混结构,板楼,宝宸怡景园,其他,有,高楼层 (共14层),7,南,,宝山,共康,,590,3室2厅1厨1卫,66181
54.9㎡,砖混结构,板楼,临江四村,简装,无,中楼层 (共6层),0,南,,宝山,淞宝,,233,2室1厅1厨1卫,42441
53.33㎡,砖混结构,板楼,宝林五村,精装,无,低楼层 (共6层),10,南,,宝山,淞宝,,235,2室1厅1厨1卫,44066
90.35㎡,钢混结构,板楼,久华佳苑,精装,无,低楼层 (共6层),5,南 北,,宝山,大华,,585,2室2厅1厨1卫,64749
43.71㎡,砖混结构,板楼,逸仙路1321弄,简装,无,高楼层 (共6层),24,南,,宝山,高境,,177,1室1厅1厨1卫,40495
60㎡,钢混结构,板楼,通河六村,精装,无,中楼层 (共7层),4,南 北,,宝山,通河,,260,2室1厅1厨1卫,43334
94.25㎡,钢混结构,板楼,鎏园,毛坯,有,高楼层 (共12层),13,南,,宝山,淞南,,510,2室2厅1厨1卫,54112
72.11㎡,砖混结构,板楼,环镇北路600弄,简装,无,高楼层 (共6层),0,南,,宝山,大场镇,,280,2室1厅1厨1卫,38830
45.6㎡,砖混结构,板楼,高境一村,简装,无,高楼层 (共6层),18,南,,宝山,高境,,198,1室1厅1厨1卫,43422
44.82㎡,砖混结构,板楼,乾溪新村,毛坯,无,低楼层 (共6层),20,南,,宝山,大场镇,,178,1室1厅1厨1卫,39715
73.7㎡,钢混结构,板楼,水岸蓝桥(公寓),精装,有,低楼层 (共18层),11,南,,宝山,大华,,488,1室2厅1厨1卫,66215
76㎡,砖混结构,板楼,好日子大家园B区,精装,暂无数据,中楼层 (共6层),11,南 北,,宝山,顾村,,316,2室1厅1厨1卫,41579
67.28㎡,砖混结构,板楼,高境一村,简装,无,高楼层 (共6层),16,南,,宝山,高境,,280,2室1厅1厨1卫,41618
58㎡,砖混结构,板楼,淞南三村,精装,无,高楼层 (共6层),9,南,,宝山,淞南,,260,2室1厅1厨1卫,44828
96.61㎡,钢混结构,板楼,世纪非凡锦城,精装,有,低楼层 (共18层),1,南,,宝山,顾村,,338,2室2厅1厨1卫,34987
68.25㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),12,南,,宝山,大华,,315,2室1厅1厨1卫,46154
57.21㎡,砖混结构,板楼,永清二村,简装,无,高楼层 (共6层),2,南 北,,宝山,淞宝,,225,2室1厅1厨1卫,39329
129.7㎡,钢混结构,板楼,东方丽都,精装,有,低楼层 (共9层),10,南,,宝山,杨行,,480,2室2厅1厨2卫,37009
107.08㎡,钢混结构,板楼,大华公园世家康华苑,精装,有,低楼层 (共8层),10,南,,宝山,大华,,558,2室2厅1厨1卫,52111
108.71㎡,砖混结构,板楼,宝山三村,简装,无,高楼层 (共6层),22,南,,宝山,淞宝,,440,3室2厅1厨1卫,40475
96.36㎡,钢混结构,板楼,旭辉澜悦湾,精装,有,高楼层 (共18层),24,南,,宝山,罗泾,,240,3室1厅1厨1卫,24907
59.94㎡,钢混结构,板楼,祥泰苑,精装,无,高楼层 (共6层),31,南,,宝山,大场镇,,290,2室1厅1厨1卫,48382
110.35㎡,钢混结构,板楼,淞浦苑,精装,有,低楼层 (共11层),25,南 北,,宝山,淞南,,425,2室2厅1厨1卫,38514
79.93㎡,钢混结构,板楼,保利叶上海(一期),简装,有,低楼层 (共27层),72,南,,宝山,顾村,,335,2室2厅1厨1卫,41912
112.09㎡,钢混结构,板楼,学林苑,简装,有,中楼层 (共10层),0,南,,宝山,上大,,538,3室2厅1厨2卫,47998
67.14㎡,砖混结构,板楼,淞南七村,简装,无,中楼层 (共6层),60,南,,宝山,淞南,,249,2室1厅1厨1卫,37087
49.32㎡,砖混结构,板楼,共康五村,精装,无,高楼层 (共6层),6,南,,宝山,共康,,245,1室1厅1厨1卫,49676
102.02㎡,钢混结构,板楼,馨康苑,精装,有,中楼层 (共9层),56,南,,宝山,共康,,585,2室2厅1厨1卫,57342
36.62㎡,钢混结构,板楼,密山二村,简装,无,高楼层 (共6层),1,南,,宝山,淞宝,,145,1室1厅1厨1卫,39596
70.6㎡,钢混结构,板楼,中环一号(五期),精装,有,低楼层 (共18层),1,南,,宝山,大华,,405,1室1厅1厨1卫,57366
46.39㎡,砖混结构,板楼,金泰园,精装,无,中楼层 (共6层),3,南,,宝山,淞宝,,165,1室1厅1厨1卫,35569
83.78㎡,钢混结构,板楼,美兰湖颐景园,精装,无,低楼层 (共5层),1,南,,宝山,罗店,,303,2室2厅1厨1卫,36167
60.18㎡,砖混结构,板楼,德都路165弄,简装,无,高楼层 (共6层),3,南,,宝山,月浦,,179,2室1厅1厨1卫,29745
40.2㎡,砖混结构,板楼,海滨七村,简装,无,高楼层 (共6层),0,南,,宝山,淞宝,,160,1室1厅1厨1卫,39801
41.62㎡,砖混结构,板楼,永清二村,简装,无,高楼层 (共6层),7,南,,宝山,淞宝,,145,1室1厅1厨1卫,34840
43㎡,砖混结构,板楼,月浦三村,简装,无,高楼层 (共5层),1,南,,宝山,月浦,,140,2室1厅1厨1卫,32559
54.8㎡,钢混结构,板楼,菊泉新城(菊泉街39弄),精装,无,中楼层 (共5层),13,西 北,,宝山,顾村,,210,1室1厅1厨1卫,38322
48.29㎡,砖混结构,板楼,大华二村,简装,无,高楼层 (共6层),3,南,,宝山,大华,,246,1室1厅1厨1卫,50943
64.04㎡,钢混结构,板楼,新天地荻泾花园,毛坯,有,低楼层 (共16层),4,南,,宝山,顾村,,270,1室1厅1厨1卫,42162
41.55㎡,砖混结构,板楼,四元路20弄,简装,无,高楼层 (共6层),19,南,,宝山,月浦,,130,1室1厅1厨1卫,31288
43.64㎡,砖混结构,板楼,华浜二村,精装,无,高楼层 (共6层),15,南,,宝山,淞南,,185,1室1厅1厨1卫,42393
69.73㎡,砖混结构,板楼,罗南二村,毛坯,无,高楼层 (共6层),7,南,,宝山,罗店,,195,2室1厅1厨1卫,27966
55.4㎡,砖混结构,板楼,盛桥三村,毛坯,无,中楼层 (共5层),41,南,,宝山,月浦,,128,2室1厅1厨1卫,23105
48.32㎡,砖混结构,板楼,月浦三村,精装,无,高楼层 (共6层),1,南,,宝山,月浦,,150,2室1厅1厨1卫,31044
87.74㎡,钢混结构,板楼,自然居家园,毛坯,无,高楼层 (共6层),20,南,,宝山,顾村,,430,3室1厅1厨1卫,49009
98.34㎡,钢混结构,板楼,淞宝路160弄,简装,暂无数据,低楼层 (共7层),2,东,,宝山,淞宝,,344,2室2厅1厨1卫,34981
51.25㎡,砖混结构,板楼,共康八村,简装,无,高楼层 (共6层),3,南,,宝山,共康,,210,1室1厅1厨1卫,40976
45.12㎡,砖混结构,板楼,通河六村,简装,无,高楼层 (共6层),6,南,,宝山,通河,,183,1室1厅1厨1卫,40559
104.74㎡,砖混结构,板楼,文华苑(宝山),简装,无,中楼层 (共6层),1,南,,宝山,大华,,550,3室1厅1厨1卫,52511
140㎡,钢混结构,板楼,吴淞新城,精装,有,低楼层 (共11层),11,南 北,,宝山,淞宝,,660,3室1厅1厨2卫,47143
81.33㎡,钢混结构,板楼,菊泉新城(陆翔路678弄),简装,有,高楼层 (共14层),4,南,,宝山,顾村,,310,2室2厅1厨1卫,38117
49.08㎡,砖混结构,板楼,共康六村,简装,无,低楼层 (共6层),0,南,,宝山,共康,,236,1室1厅1厨1卫,48085
39.11㎡,砖混结构,板楼,民悦苑,简装,无,中楼层 (共6层),3,南,,宝山,张庙,,195,1室1厅1厨1卫,49860
121.03㎡,钢混结构,板楼,富南苑,精装,无,低楼层 (共6层),14,南,,宝山,罗店,,340,3室2厅1厨2卫,28093
49.97㎡,砖混结构,板楼,泗塘二村,精装,无,高楼层 (共6层),7,南,,宝山,张庙,,199,2室1厅1厨1卫,39824
61.47㎡,砖混结构,板楼,锦龙苑,精装,无,高楼层 (共6层),6,南,,宝山,上大,,240,2室1厅1厨1卫,39044
60.88㎡,钢混结构,塔楼,美岸栖庭(公寓),精装,有,低楼层 (共18层),7,南,,宝山,高境,,350,1室2厅1厨1卫,57491
83.57㎡,钢混结构,板楼,丰翔新城,简装,有,中楼层 (共16层),0,南,,宝山,上大,,300,2室2厅1厨1卫,35899
74.97㎡,钢混结构,板楼,菊泉新城(菊泉街39弄),毛坯,有,中楼层 (共14层),5,南 北,,宝山,顾村,,290,2室1厅1厨1卫,38683
50.63㎡,砖混结构,板楼,通河六村,精装,无,高楼层 (共6层),5,南,,宝山,通河,,215,2室1厅1厨1卫,42465
88.11㎡,钢混结构,板楼,保利叶上海(一期),精装,有,中楼层 (共28层),5,南,,宝山,顾村,,445,3室2厅1厨1卫,50506
61.5㎡,砖混结构,板楼,共康五村,简装,无,中楼层 (共6层),1,南,,宝山,共康,,290,2室1厅1厨1卫,47155
28.7㎡,砖混结构,板楼,泗塘一村,简装,无,中楼层 (共6层),5,南,,宝山,张庙,,148,1室0厅1厨1卫,51568
51㎡,砖混结构,板楼,殷高路40弄,精装,无,高楼层 (共6层),5,西南,,宝山,高境,,230,2室0厅1厨1卫,45099
90.3㎡,钢混结构,板楼,旭辉城,精装,暂无数据,低楼层 (共18层),19,南 北,,宝山,罗泾,,203,3室2厅1厨1卫,22481
67.76㎡,砖混结构,板楼,华浜二村,精装,无,高楼层 (共6层),19,南,,宝山,淞南,,250,2室1厅1厨1卫,36895
57.55㎡,砖混结构,板楼,大华二村,毛坯,无,中楼层 (共6层),13,南,,宝山,大华,,309,2室1厅1厨1卫,53693
43.9㎡,砖混结构,板楼,大华一村,简装,无,中楼层 (共6层),0,南 北,,宝山,大华,,240,1室1厅1厨1卫,54670
103㎡,钢混结构,板楼,宝宸共和家园,精装,有,中楼层 (共18层),14,南,,宝山,共康,,600,2室2厅1厨1卫,58253
56.77㎡,钢混结构,板楼,聚丰景都,简装,无,高楼层 (共6层),13,南,,宝山,上大,,262,2室1厅1厨1卫,46152
94.61㎡,钢混结构,板楼,梧桐城邦(二期),精装,有,低楼层 (共13层),27,南 北,,宝山,大华,,520,2室2厅1厨2卫,54963
49.81㎡,砖混结构,板楼,大华一村,精装,无,中楼层 (共6层),12,南,,宝山,大华,,268,1室1厅1厨1卫,53805
55.91㎡,砖混结构,板楼,共康八村,简装,无,中楼层 (共6层),2,南,,宝山,共康,,255,1室1厅1厨1卫,45610
73.6㎡,钢混结构,板楼,旭辉城,毛坯,暂无数据,高楼层 (共18层),26,南,,宝山,罗泾,,180,2室2厅1厨1卫,24457
73.38㎡,砖混结构,板楼,淞南四村,简装,无,高楼层 (共6层),5,南 北,,宝山,淞南,,269,3室1厅1厨1卫,36659
118.8㎡,钢混结构,板楼,瑞丰园,精装,有,高楼层 (共11层),18,南,,宝山,上大,,500,3室2厅1厨1卫,42088
