Area,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice
,,,,,,,,,,,,,
41.68㎡,大华二村,简装,无,高楼层 (共6层),2,南,,宝山,大华,,210,1室1厅1厨1卫,50384
,,,,,,,,,,,,,
71.19㎡,共康五村,简装,无,高楼层 (共6层),26,南,,宝山,共康,,283,2室1厅1厨1卫,39753
,,,,,,,,,,,,,
57.18㎡,祁连二村,精装,无,高楼层 (共6层),46,南 北,,宝山,上大,,220,2室1厅1厨1卫,38475
,,,,,,,,,,,,,
52.91㎡,共康八村,精装,无,高楼层 (共6层),30,南 北,,宝山,共康,,210,1室1厅1厨1卫,39691
,,,,,,,,,,,,,
87.79㎡,泰禾红御,精装,暂无数据,高楼层 (共18层),10,南,,宝山,高境,,640,2室2厅1厨1卫,72902
,,,,,,,,,,,,,
169.33㎡,中环国际公寓(一期),精装,有,低楼层 (共17层),12,南,,宝山,共康,,910,4室2厅1厨2卫,53742
,,,,,,,,,,,,,
91.24㎡,新梅绿岛苑,简装,有,低楼层 (共18层),25,南 北,,宝山,共康,,458,2室2厅1厨1卫,50198
,,,,,,,,,,,,,
75.62㎡,通河一村,简装,有,中楼层 (共13层),8,西南,,宝山,张庙,,350,2室1厅1厨1卫,46285
,,,,,,,,,,,,,
44.43㎡,泗塘二村,简装,无,高楼层 (共5层),9,南,,宝山,张庙,,200,2室1厅1厨1卫,45015
,,,,,,,,,,,,,
73.78㎡,共康七村,精装,无,高楼层 (共6层),57,南,,宝山,共康,,330,2室1厅1厨1卫,44728
,,,,,,,,,,,,,
55.5㎡,同济路1111弄,精装,无,高楼层 (共6层),1,南,,宝山,淞宝,,210,1室1厅1厨1卫,37838
,,,,,,,,,,,,,
63.77㎡,通河一村,精装,有,低楼层 (共15层),32,东南 南,,宝山,张庙,,295,2室1厅1厨1卫,46260
,,,,,,,,,,,,,
53.78㎡,月浦九村,精装,无,高楼层 (共6层),3,南 北,,宝山,月浦,,166,2室1厅1厨1卫,30867
,,,,,,,,,,,,,
36.62㎡,密山二村,简装,无,高楼层 (共6层),1,南,,宝山,淞宝,,145,1室1厅1厨1卫,39596
,,,,,,,,,,,,,
56.59㎡,成亿宝盛家苑,精装,无,中楼层 (共6层),4,南,,宝山,顾村,,228,2室1厅1厨1卫,40290
,,,,,,,,,,,,,
57.41㎡,永清二村,毛坯,无,高楼层 (共6层),0,南,,宝山,淞宝,,235,2室1厅1厨1卫,40934
,,,,,,,,,,,,,
47.6㎡,海滨六村,其他,无,高楼层 (共6层),1,南 北,,宝山,淞宝,,215,2室1厅1厨1卫,45169
,,,,,,,,,,,,,
41.13㎡,春雷路431弄,精装,无,高楼层 (共6层),6,南,,宝山,月浦,,138,1室1厅1厨1卫,33553
,,,,,,,,,,,,,
99.15㎡,新顾村大家园C区,简装,无,低楼层 (共6层),1,南,,宝山,顾村,,350,3室1厅1厨1卫,35301
,,,,,,,,,,,,,
44.12㎡,淞滨支路120弄,简装,无,高楼层 (共6层),1,南,,宝山,淞宝,,155,1室1厅1厨1卫,35132
,,,,,,,,,,,,,
73.4㎡,海江新村,简装,无,中楼层 (共6层),2,南,,宝山,淞宝,,280,2室1厅1厨1卫,38148
,,,,,,,,,,,,,
44.63㎡,环镇北路400弄,简装,无,高楼层 (共6层),6,南 北,,宝山,大场镇,,172,1室1厅1厨1卫,38540
,,,,,,,,,,,,,
108.96㎡,东方丽都,精装,无,中楼层 (共6层),4,南,,宝山,杨行,,410,2室2厅1厨1卫,37629
,,,,,,,,,,,,,
67.65㎡,宝钢五村,简装,有,高楼层 (共15层),0,南,,宝山,淞宝,,330,2室1厅1厨1卫,48781
,,,,,,,,,,,,,
41.42㎡,宝林二村,简装,无,高楼层 (共6层),4,南,,宝山,淞宝,,150,1室1厅1厨1卫,36215
,,,,,,,,,,,,,
65.95㎡,宝林七村,其他,无,高楼层 (共6层),1,南 北,,宝山,淞宝,,260,3室1厅1厨1卫,39424
,,,,,,,,,,,,,
68.33㎡,淞滨路70弄,简装,无,低楼层 (共6层),1,南 北,,宝山,淞宝,,270,2室1厅1厨1卫,39515
,,,,,,,,,,,,,
53.33㎡,宝林五村,简装,无,中楼层 (共6层),0,南,,宝山,淞宝,,230,1室1厅1厨1卫,43128
,,,,,,,,,,,,,
51.25㎡,长江路30弄,精装,无,高楼层 (共6层),12,南,,宝山,淞南,,190,2室1厅1厨1卫,37074
,,,,,,,,,,,,,
76㎡,当代高邸,精装,无,中楼层 (共6层),41,南,,宝山,上大,,405,2室2厅1厨1卫,53290
,,,,,,,,,,,,,
77.28㎡,采菊苑,精装,有,高楼层 (共11层),32,南,,宝山,顾村,,330,2室1厅1厨1卫,42702
,,,,,,,,,,,,,
50.38㎡,民悦苑,精装,无,中楼层 (共6层),2,南,,宝山,张庙,,264,1室1厅1厨1卫,52402
,,,,,,,,,,,,,
130.53㎡,好日子大家园D区,简装,暂无数据,高楼层 (共6层),10,南 北,,宝山,顾村,,450,3室2厅1厨2卫,34475
,,,,,,,,,,,,,
85.8㎡,滨江雅苑,精装,无,高楼层 (共6层),22,南 北,,宝山,大华,,515,2室2厅1厨1卫,60024
,,,,,,,,,,,,,
107.55㎡,经纬阳光水岸家园(一期),精装,无,高楼层 (共6层),10,南 北,,宝山,上大,,510,3室2厅1厨1卫,47420
,,,,,,,,,,,,,
78.23㎡,馨佳园(菊泉街1280弄),精装,有,高楼层 (共18层),19,南,,宝山,顾村,,308,2室1厅1厨1卫,39372
,,,,,,,,,,,,,
88.21㎡,复星新苑,精装,无,高楼层 (共6层),29,南,,宝山,大华,,448,2室2厅1厨1卫,50788
,,,,,,,,,,,,,
52.62㎡,永清二村,精装,无,高楼层 (共6层),12,南,,宝山,淞宝,,221,2室1厅1厨1卫,42000
,,,,,,,,,,,,,
68.68㎡,民悦苑,简装,无,高楼层 (共6层),9,南,,宝山,张庙,,338,2室1厅1厨1卫,49214
,,,,,,,,,,,,,
129.74㎡,富长苑,精装,有,低楼层 (共12层),33,南,,宝山,罗店,,350,3室2厅1厨2卫,26978
,,,,,,,,,,,,,
90.72㎡,菊泉新城(陆翔路358弄),精装,有,低楼层 (共11层),61,南,,宝山,顾村,,360,3室2厅1厨1卫,39683
,,,,,,,,,,,,,
62.69㎡,华浜二村,简装,无,低楼层 (共6层),24,南,,宝山,淞南,,240,1室2厅1厨1卫,38284
,,,,,,,,,,,,,
93.35㎡,水岸蓝桥(公寓),精装,有,中楼层 (共14层),7,南 北,,宝山,大华,,635,2室2厅1厨1卫,68024
,,,,,,,,,,,,,
93.62㎡,中环一号(一期),精装,有,低楼层 (共14层),112,南,,宝山,大华,,465,2室2厅1厨1卫,49669
,,,,,,,,,,,,,
84.3㎡,宝启公寓,简装,无,中楼层 (共6层),19,南 北,,宝山,杨行,,320,3室1厅1厨1卫,37960
,,,,,,,,,,,,,
68.43㎡,高境二村,简装,无,高楼层 (共6层),86,南 北,,宝山,高境,,299,2室1厅1厨1卫,43695
,,,,,,,,,,,,,
93㎡,保利叶上海(二期),精装,有,低楼层 (共30层),43,南 北,,宝山,顾村,,490,3室2厅1厨2卫,52689
,,,,,,,,,,,,,
85.2㎡,保利叶语(二期)(公寓),精装,有,低楼层 (共17层),63,南,,宝山,顾村,,425,2室2厅1厨1卫,49883
,,,,,,,,,,,,,
69.83㎡,南大路180弄,简装,有,中楼层 (共7层),74,南,,宝山,大场镇,,262,2室2厅1厨1卫,37520
,,,,,,,,,,,,,
47.66㎡,大华二村,精装,无,低楼层 (共6层),26,南,,宝山,大华,,260,1室1厅1厨1卫,54554
,,,,,,,,,,,,,
64.45㎡,高境一村,精装,无,高楼层 (共6层),80,南,,宝山,高境,,275,2室1厅1厨1卫,42669
,,,,,,,,,,,,,
52.79㎡,永清新村,精装,无,中楼层 (共6层),66,南 西 北,,宝山,淞宝,,205,2室1厅1厨1卫,38834
,,,,,,,,,,,,,
82.96㎡,菊泉新城(陆翔路678弄),精装,无,中楼层 (共5层),55,南,,宝山,顾村,,275,2室2厅1厨1卫,33149
,,,,,,,,,,,,,
59.96㎡,海尚明城,精装,有,中楼层 (共11层),83,南,,宝山,杨行,,225,2室1厅1厨1卫,37526
,,,,,,,,,,,,,
70.29㎡,宝山七村,简装,无,高楼层 (共6层),43,南,,宝山,淞宝,,275,2室1厅1厨1卫,39124
,,,,,,,,,,,,,
90.3㎡,旭辉城,精装,暂无数据,低楼层 (共18层),67,南,,宝山,罗泾,,215,3室2厅1厨1卫,23810
,,,,,,,,,,,,,
87.88㎡,宝宸怡景园,精装,有,中楼层 (共14层),29,南,,宝山,共康,,580,2室2厅1厨1卫,66000
,,,,,,,,,,,,,
124.81㎡,富辰花苑,简装,无,低楼层 (共5层),26,南 北,,宝山,罗店,,330,3室2厅1厨2卫,26441
,,,,,,,,,,,,,
126.11㎡,朗诗绿岛(公寓),精装,有,中楼层 (共8层),30,南,,宝山,罗店,,550,3室2厅1厨2卫,43613
,,,,,,,,,,,,,
75.54㎡,宝林一村,精装,无,高楼层 (共6层),51,南 北,,宝山,淞宝,,360,3室1厅1厨1卫,47657
,,,,,,,,,,,,,
72.88㎡,宝钢四村,简装,无,高楼层 (共6层),31,南,,宝山,淞宝,,325,3室1厅1厨1卫,44594
,,,,,,,,,,,,,
108.63㎡,住嘉新苑,简装,有,中楼层 (共15层),3,南,,宝山,张庙,,575,2室2厅1厨1卫,52932
,,,,,,,,,,,,,
59.48㎡,淞南一村,简装,无,高楼层 (共6层),5,南,,宝山,淞南,,248,2室1厅1厨1卫,41695
,,,,,,,,,,,,,
97㎡,富隆苑,精装,无,低楼层 (共6层),23,南,,宝山,共富,,390,2室2厅1厨1卫,40207
,,,,,,,,,,,,,
95.61㎡,环绿国际,简装,有,中楼层 (共18层),12,南 北,,宝山,顾村,,325,3室2厅1厨1卫,33993
,,,,,,,,,,,,,
55.09㎡,泗塘四村,精装,无,高楼层 (共6层),19,南,,宝山,张庙,,219.6,2室1厅1厨1卫,39863
,,,,,,,,,,,,,
48.01㎡,泗塘七村,精装,无,高楼层 (共6层),18,南,,宝山,张庙,,178,2室1厅1厨1卫,37076
,,,,,,,,,,,,,
92.28㎡,美树铭家,精装,无,高楼层 (共6层),4,南 北,,宝山,张庙,,450,2室2厅1厨1卫,48765
,,,,,,,,,,,,,
98㎡,九英里,精装,有,低楼层 (共12层),2,南 北,,宝山,共康,,538,2室2厅1厨1卫,54898
,,,,,,,,,,,,,
84.76㎡,复星花园(行知路50弄),简装,无,高楼层 (共6层),16,南,,宝山,大华,,420,2室2厅1厨1卫,49552
,,,,,,,,,,,,,
50.68㎡,共和小区,简装,无,高楼层 (共6层),36,东 南,,宝山,张庙,,210,2室1厅1厨1卫,41437
,,,,,,,,,,,,,
130.76㎡,聚丰景都,精装,有,高楼层 (共14层),0,南 北,,宝山,上大,,580,3室2厅1厨2卫,44357
,,,,,,,,,,,,,
121.93㎡,保利叶语(二期)(公寓),精装,有,高楼层 (共17层),3,南 北,,宝山,顾村,,672,4室2厅1厨2卫,55114
,,,,,,,,,,,,,
68.57㎡,共江小区,简装,无,高楼层 (共6层),4,南,,宝山,通河,,335,2室1厅1厨1卫,48856
,,,,,,,,,,,,,
65.27㎡,呼玛五村,简装,有,高楼层 (共7层),18,南,,宝山,张庙,,255,2室1厅1厨1卫,39069
,,,,,,,,,,,,,
95㎡,保利熙悦,精装,暂无数据,低楼层 (共25层),23,南 北,,宝山,上大,,479,3室2厅1厨2卫,50422
,,,,,,,,,,,,,
54.48㎡,呼玛一村,简装,无,高楼层 (共6层),18,南 西南,,宝山,张庙,,210,2室1厅1厨1卫,38547
,,,,,,,,,,,,,
62.46㎡,呼玛五村,简装,无,高楼层 (共6层),0,南 北,,宝山,张庙,,284,2室1厅1厨1卫,45470
,,,,,,,,,,,,,
58.86㎡,呼玛一村,简装,无,高楼层 (共6层),5,南,,宝山,张庙,,240,2室1厅1厨1卫,40775
,,,,,,,,,,,,,
48㎡,北华苑,精装,无,高楼层 (共6层),36,南,,宝山,大华,,255,1室1厅1厨1卫,53125
,,,,,,,,,,,,,
88.76㎡,共康公寓,简装,无,高楼层 (共6层),10,南,,宝山,共康,,460,2室2厅1厨1卫,51826
,,,,,,,,,,,,,
86.38㎡,申泉花苑,精装,无,中楼层 (共6层),60,南,,宝山,大华,,388,2室2厅1厨1卫,44918
,,,,,,,,,,,,,
64.19㎡,祁连一村,简装,无,高楼层 (共6层),30,南,,宝山,上大,,235,2室1厅1厨1卫,36611
,,,,,,,,,,,,,
56.71㎡,呼玛一村,简装,无,高楼层 (共6层),4,南,,宝山,张庙,,235,2室1厅1厨1卫,41439
,,,,,,,,,,,,,
59.87㎡,逸仙一村,简装,无,低楼层 (共6层),3,南,,宝山,高境,,300,2室1厅1厨1卫,50109
,,,,,,,,,,,,,
58.58㎡,共和五村,精装,无,高楼层 (共6层),34,南,,宝山,张庙,,220,2室1厅1厨1卫,37556
,,,,,,,,,,,,,
66.6㎡,宝钢十村,精装,有,高楼层 (共15层),5,东南,,宝山,淞宝,,268,2室1厅1厨1卫,40241
,,,,,,,,,,,,,
68.04㎡,共康六村,精装,无,高楼层 (共6层),12,南,,宝山,共康,,298,2室1厅1厨1卫,43798
,,,,,,,,,,,,,
90.5㎡,荣域飘鹰锦和花园(公寓),精装,有,高楼层 (共18层),17,南,,宝山,杨行,,370,2室2厅1厨1卫,40884
,,,,,,,,,,,,,
63.5㎡,淞南老五村,简装,无,高楼层 (共6层),11,南,,宝山,淞南,,250,2室1厅1厨1卫,39371
,,,,,,,,,,,,,
87.2㎡,杨泰二村,简装,无,低楼层 (共6层),7,南,,宝山,杨行,,330,2室2厅1厨1卫,37845
,,,,,,,,,,,,,
72.11㎡,菊泉新城(陆翔路358弄),精装,无,低楼层 (共5层),11,南,,宝山,顾村,,295,2室1厅1厨1卫,40910
,,,,,,,,,,,,,
51.87㎡,大华二村,精装,无,中楼层 (共6层),2,南,,宝山,大华,,275,1室1厅1厨1卫,53018
,,,,,,,,,,,,,
93.86㎡,阳光美林,精装,有,低楼层 (共14层),6,南 北,,宝山,月浦,,270,2室2厅1厨1卫,28767
,,,,,,,,,,,,,
65.19㎡,海江二村,简装,无,高楼层 (共6层),2,南,,宝山,淞宝,,260,2室1厅1厨1卫,39884
,,,,,,,,,,,,,
58.04㎡,海滨八村,精装,无,高楼层 (共6层),1,南 北,,宝山,淞宝,,240,2室1厅1厨1卫,41351
,,,,,,,,,,,,,
74.86㎡,杨泰三村,简装,无,高楼层 (共6层),7,南,,宝山,杨行,,218,2室1厅1厨1卫,29122
,,,,,,,,,,,,,
91.01㎡,中梁英伦印象(公寓),精装,有,高楼层 (共11层),6,南 北,,宝山,杨行,,480,3室2厅1厨1卫,52742
,,,,,,,,,,,,,
93.83㎡,阳光美林,精装,暂无数据,中楼层 (共14层),5,南 北,,宝山,月浦,,270,2室1厅1厨1卫,28776
,,,,,,,,,,,,,
142.45㎡,万科琥珀郡园,精装,有,中楼层 (共8层),3,南,,宝山,罗店,,600,3室2厅1厨2卫,42121
,,,,,,,,,,,,,
49.03㎡,淞南十村,精装,无,高楼层 (共6层),8,南,,宝山,淞南,,205,1室1厅1厨1卫,41812
,,,,,,,,,,,,,
51㎡,淞南新五村,简装,无,高楼层 (共6层),8,南,,宝山,淞南,,202,1室1厅1厨1卫,39608
,,,,,,,,,,,,,
60.86㎡,共康八村,简装,无,低楼层 (共6层),4,南 北,,宝山,共康,,260,2室1厅1厨1卫,42721
,,,,,,,,,,,,,
67.2㎡,淞南大八村,简装,无,高楼层 (共6层),4,南,,宝山,淞南,,300,2室1厅1厨1卫,44643
,,,,,,,,,,,,,
41.26㎡,呼玛三村,简装,无,中楼层 (共6层),5,南,,宝山,张庙,,197,1室1厅1厨1卫,47747
,,,,,,,,,,,,,
45.22㎡,南大路190弄,简装,无,中楼层 (共6层),19,南,,宝山,大场镇,,158,1室1厅1厨1卫,34941
,,,,,,,,,,,,,
45.2㎡,宝城二村,简装,无,中楼层 (共6层),14,南,,宝山,淞宝,,165,2室2厅1厨1卫,36505
,,,,,,,,,,,,,
67.56㎡,淞滨路160号,其他,有,低楼层 (共17层),0,南,,宝山,淞宝,,310,2室1厅1厨1卫,45886
,,,,,,,,,,,,,
49.29㎡,共和八村,精装,无,高楼层 (共6层),3,南,,宝山,张庙,,200,1室1厅1厨1卫,40577
,,,,,,,,,,,,,
86.08㎡,宝沁苑,精装,有,中楼层 (共18层),6,南,,宝山,顾村,,310,2室2厅1厨1卫,36014
,,,,,,,,,,,,,
76.11㎡,庆安苑,精装,无,高楼层 (共6层),40,南,,宝山,月浦,,260,2室1厅1厨1卫,34162
,,,,,,,,,,,,,
168㎡,金辉兰湖美域,毛坯,无,低楼层 (共5层),1,南 北,,宝山,罗店,,550,4室2厅1厨3卫,32739
,,,,,,,,,,,,,
47.33㎡,大华一村,简装,无,高楼层 (共6层),10,南 北,,宝山,大华,,218,1室1厅1厨1卫,46060
,,,,,,,,,,,,,
49.41㎡,泗东新村,简装,无,低楼层 (共5层),31,南 北,,宝山,淞宝,,175,2室0厅1厨1卫,35418
,,,,,,,,,,,,,
88.18㎡,二纺新工房,毛坯,暂无数据,低楼层 (共6层),0,南,,宝山,淞宝,,420,2室2厅1厨1卫,47630
,,,,,,,,,,,,,
109.78㎡,学林苑,毛坯,有,低楼层 (共10层),10,南,,宝山,上大,,520,3室2厅1厨1卫,47368
,,,,,,,,,,,,,
60.15㎡,呼玛五村,简装,无,低楼层 (共7层),2,南 北,,宝山,张庙,,265,2室1厅1厨1卫,44057
,,,,,,,,,,,,,
45.99㎡,大华一村,简装,无,高楼层 (共6层),7,南,,宝山,大华,,230,1室1厅1厨1卫,50011
,,,,,,,,,,,,,
45㎡,淞滨路840号,简装,无,中楼层 (共6层),12,暂无数据,,宝山,淞宝,,158,1室1厅1厨1卫,35112
,,,,,,,,,,,,,
29.61㎡,密山二村,毛坯,无,低楼层 (共6层),7,南,,宝山,淞宝,,135,1室0厅1厨1卫,45593
,,,,,,,,,,,,,
64.6㎡,华浜二村,精装,无,高楼层 (共6层),18,南 北,,宝山,淞南,,255,2室1厅1厨1卫,39474
,,,,,,,,,,,,,
94.99㎡,屹立家园,其他,无,低楼层 (共6层),5,南 北,,宝山,共康,,480,2室2厅2厨1卫,50532
,,,,,,,,,,,,,
59.32㎡,友谊家园,精装,无,中楼层 (共6层),8,南,,宝山,杨行,,212,1室1厅1厨1卫,35739
,,,,,,,,,,,,,
80㎡,共康路400弄,简装,无,高楼层 (共6层),1,南 北,,宝山,共康,,380,2室2厅1厨1卫,47500
,,,,,,,,,,,,,
75.83㎡,宝宸怡景园,精装,有,低楼层 (共14层),14,南 北,,宝山,共康,,480,2室1厅1厨1卫,63300
,,,,,,,,,,,,,
68.89㎡,共江小区,其他,无,高楼层 (共6层),7,南 北,,宝山,通河,,338,2室1厅1厨1卫,49064
,,,,,,,,,,,,,
59.96㎡,南大路180弄,精装,无,低楼层 (共7层),14,南,,宝山,大场镇,,240,2室1厅1厨1卫,40027
,,,,,,,,,,,,,
106.62㎡,天馨花园(公寓),精装,有,低楼层 (共8层),10,南,,宝山,杨行,,410,3室2厅1厨1卫,38455
,,,,,,,,,,,,,
93.37㎡,东林路395弄,其他,无,中楼层 (共6层),1,南,,宝山,淞宝,,450,3室2厅1厨1卫,48196
,,,,,,,,,,,,,
65.08㎡,月浦八村,简装,无,高楼层 (共6层),6,南,,宝山,月浦,,195,3室1厅1厨1卫,29964
,,,,,,,,,,,,,
50.2㎡,宝钢三村,简装,无,中楼层 (共5层),5,南,,宝山,淞宝,,215,2室1厅1厨1卫,42829
,,,,,,,,,,,,,
49.03㎡,泰和新城(泰和西路3381弄),其他,无,高楼层 (共6层),1,南,,宝山,顾村,,165,1室1厅1厨1卫,33653
,,,,,,,,,,,,,
53.4㎡,永清路171弄,简装,无,中楼层 (共6层),8,东南,,宝山,淞宝,,210,2室1厅1厨1卫,39326
,,,,,,,,,,,,,
114㎡,天馨花园(公寓),简装,无,高楼层 (共6层),1,南 北,,宝山,杨行,,450,3室2厅1厨1卫,39474
,,,,,,,,,,,,,
42.43㎡,大华一村,精装,无,高楼层 (共6层),3,南,,宝山,大华,,210,1室1厅1厨1卫,49494
,,,,,,,,,,,,,
58.92㎡,海江二村,简装,无,低楼层 (共6层),2,南,,宝山,淞宝,,252,2室1厅1厨1卫,42770
,,,,,,,,,,,,,
55.18㎡,月浦十村,简装,无,低楼层 (共6层),1,南 北,,宝山,月浦,,175,2室1厅1厨1卫,31715
,,,,,,,,,,,,,
58㎡,月浦十村,简装,无,高楼层 (共6层),2,南,,宝山,月浦,,167,2室1厅1厨1卫,28794
,,,,,,,,,,,,,
59.45㎡,宝林八村,简装,无,高楼层 (共6层),5,南,,宝山,淞宝,,220,2室1厅1厨1卫,37006
,,,,,,,,,,,,,
80.17㎡,上大阳光乾龙苑,简装,无,高楼层 (共6层),3,南,,宝山,大场镇,,320,2室1厅1厨1卫,39916
,,,,,,,,,,,,,
38.87㎡,海滨二村(宝山),简装,无,中楼层 (共6层),1,南,,宝山,淞宝,,152,1室1厅1厨1卫,39105
,,,,,,,,,,,,,
42.21㎡,呼玛二村,精装,无,中楼层 (共6层),1,南,,宝山,张庙,,200,1室1厅1厨1卫,47383
,,,,,,,,,,,,,
66.98㎡,同泰北路401弄,精装,无,中楼层 (共6层),41,南,,宝山,淞宝,,250,2室1厅1厨1卫,37325
,,,,,,,,,,,,,
81.95㎡,嘉骏香山苑,简装,无,高楼层 (共6层),41,南 北,,宝山,淞南,,470,4室2厅1厨2卫,57353
,,,,,,,,,,,,,
125.02㎡,保利叶语(二期)(公寓),精装,有,低楼层 (共17层),19,南,,宝山,顾村,,640,4室2厅1厨1卫,51192
,,,,,,,,,,,,,
52.06㎡,通河六村,简装,无,高楼层 (共6层),6,南,,宝山,通河,,230,2室1厅1厨1卫,44180
,,,,,,,,,,,,,
89.9㎡,檀乡湾,精装,无,中楼层 (共6层),2,南,,宝山,顾村,,360,2室2厅1厨1卫,40045
,,,,,,,,,,,,,
53㎡,呼玛三村,简装,无,高楼层 (共6层),34,南,,宝山,张庙,,228,1室1厅1厨1卫,43019
,,,,,,,,,,,,,
99.69㎡,宝山九村,精装,无,高楼层 (共6层),4,南 北,,宝山,淞宝,,460,3室2厅1厨1卫,46144
,,,,,,,,,,,,,
96㎡,朗诗绿岛(公寓),精装,有,中楼层 (共8层),21,南,,宝山,罗店,,440,3室2厅1厨1卫,45834
,,,,,,,,,,,,,
89.63㎡,世纪非凡怡园,简装,无,中楼层 (共6层),52,南 北,,宝山,顾村,,330,3室2厅1厨1卫,36819
,,,,,,,,,,,,,
85.13㎡,杰圣家苑,精装,有,高楼层 (共16层),86,南,,宝山,高境,,480,2室2厅1厨1卫,56385
,,,,,,,,,,,,,
61.29㎡,通河二村,简装,无,高楼层 (共6层),11,南,,宝山,通河,,260,2室1厅1厨1卫,42422
,,,,,,,,,,,,,
87.7㎡,学林苑,精装,有,中楼层 (共11层),11,南,,宝山,上大,,420,2室1厅1厨1卫,47891
,,,,,,,,,,,,,
68.65㎡,民悦苑,简装,无,高楼层 (共6层),27,南,,宝山,张庙,,348,2室1厅1厨1卫,50692
,,,,,,,,,,,,,
130.8㎡,上大阳光乾静园,精装,无,低楼层 (共6层),4,南,,宝山,上大,,560,3室2厅1厨2卫,42814
,,,,,,,,,,,,,
55.73㎡,文宝苑,精装,有,低楼层 (共11层),52,南 北,,宝山,顾村,,238,1室1厅1厨1卫,42706
,,,,,,,,,,,,,
46.8㎡,淞滨支路120弄,毛坯,无,中楼层 (共6层),29,南,,宝山,淞宝,,178,2室1厅1厨1卫,38035
,,,,,,,,,,,,,
126.96㎡,富丽苑,精装,无,高楼层 (共5层),58,南,,宝山,罗店,,325,3室2厅1厨2卫,25599
,,,,,,,,,,,,,
57.3㎡,通河七村,简装,无,高楼层 (共6层),15,南,,宝山,通河,,210,2室1厅1厨1卫,36650
,,,,,,,,,,,,,
98.57㎡,丰水宝邸(西苑),精装,有,中楼层 (共12层),36,南,,宝山,顾村,,345,2室2厅1厨1卫,35001
,,,,,,,,,,,,,
76㎡,祁连一村,精装,无,低楼层 (共6层),20,南 北,,宝山,上大,,320,2室1厅1厨1卫,42106
,,,,,,,,,,,,,
42.73㎡,通河四村,简装,无,高楼层 (共5层),8,南,,宝山,通河,,178,1室1厅1厨1卫,41657
,,,,,,,,,,,,,
75.5㎡,梧桐城邦(二期),精装,无,中楼层 (共4层),42,南 西,,宝山,大华,,430,2室2厅1厨1卫,56954
,,,,,,,,,,,,,
57.38㎡,大华一村,精装,无,低楼层 (共6层),9,南,,宝山,大华,,308,1室2厅1厨1卫,53678
,,,,,,,,,,,,,
50.85㎡,泗塘二村,精装,无,中楼层 (共6层),7,东 东南,,宝山,张庙,,210,2室1厅1厨1卫,41298
,,,,,,,,,,,,,
54.63㎡,复星花园(行知路50弄),简装,无,中楼层 (共6层),1,南,,宝山,大华,,300,1室1厅1厨1卫,54915
,,,,,,,,,,,,,
40㎡,通河二村,毛坯,无,中楼层 (共6层),3,南,,宝山,通河,,175,1室1厅1厨1卫,43750
,,,,,,,,,,,,,
77㎡,菊泉新城(菊盛路50弄),精装,无,高楼层 (共5层),46,南 北,,宝山,顾村,,285,2室2厅1厨1卫,37013
,,,,,,,,,,,,,
60.77㎡,嘉华苑(宝山),精装,有,低楼层 (共11层),23,南 北,,宝山,大华,,350,1室2厅1厨1卫,57595
,,,,,,,,,,,,,
130.53㎡,梧桐城邦(二期),精装,有,低楼层 (共10层),2,南 北,,宝山,大华,,739,3室2厅1厨2卫,56616
,,,,,,,,,,,,,
57㎡,祁连一村,精装,无,高楼层 (共6层),6,南,,宝山,上大,,230,1室1厅1厨1卫,40351
,,,,,,,,,,,,,
54.53㎡,临江四村,简装,无,高楼层 (共6层),21,南,,宝山,淞宝,,205,2室1厅1厨1卫,37594
,,,,,,,,,,,,,
50.93㎡,古北菊翔苑(菊联路233弄),精装,无,中楼层 (共6层),14,南 北,,宝山,顾村,,230,1室1厅1厨1卫,45161
,,,,,,,,,,,,,
61.6㎡,宝山二村,精装,无,高楼层 (共6层),24,南,,宝山,淞宝,,220,2室1厅1厨1卫,35715
,,,,,,,,,,,,,
54㎡,好日子大家园A区,精装,暂无数据,低楼层 (共6层),17,南,,宝山,顾村,,230,1室1厅1厨1卫,42593
,,,,,,,,,,,,,
87.59㎡,丽雅花园,精装,有,低楼层 (共11层),27,南,,宝山,张庙,,430,2室2厅1厨1卫,49093
,,,,,,,,,,,,,
66.42㎡,海江二村,精装,无,低楼层 (共6层),17,南,,宝山,淞宝,,270,2室1厅1厨1卫,40651
,,,,,,,,,,,,,
79.79㎡,天馨花园(公寓),简装,无,中楼层 (共6层),100,南,,宝山,杨行,,280,2室1厅1厨1卫,35093
,,,,,,,,,,,,,
63.95㎡,乾溪新村,简装,无,高楼层 (共6层),73,南,,宝山,大场镇,,236,2室1厅1厨1卫,36904
,,,,,,,,,,,,,
75.71㎡,新顾村大家园B区,简装,无,中楼层 (共6层),26,南,,宝山,顾村,,287,2室2厅1厨1卫,37908
,,,,,,,,,,,,,
61.02㎡,殷高小区,简装,无,中楼层 (共6层),17,南,,宝山,高境,,295,2室1厅1厨1卫,48345
,,,,,,,,,,,,,
68.01㎡,淞南十村,简装,无,高楼层 (共6层),47,南,,宝山,淞南,,260,2室1厅1厨1卫,38230
,,,,,,,,,,,,,
51.28㎡,民悦苑,简装,无,高楼层 (共6层),32,南,,宝山,张庙,,240,2室1厅1厨1卫,46802
,,,,,,,,,,,,,
53.5㎡,呼玛一村,精装,无,中楼层 (共6层),16,南 北,,宝山,张庙,,230,2室1厅1厨1卫,42991
,,,,,,,,,,,,,
