Area,CompName,Decoration,Elevator,Floor,Focus,Orientation,Pubdate,Region1,Region2,Remarks,TotlePrice,Type,UnitPrice
,,,,,,,,,,,,,
109.17㎡,鎏园,精装,有,低楼层 (共8层),25,南 北,,宝山,淞南,,540,2室2厅1厨1卫,49465
,,,,,,,,,,,,,
68.97㎡,永清新村,简装,无,中楼层 (共6层),12,南,,宝山,淞宝,,280,3室1厅1厨1卫,40598
,,,,,,,,,,,,,
117.04㎡,三花现代城(一期丹桂苑),精装,有,低楼层 (共16层),3,南 北,,宝山,高境,,680,3室2厅1厨1卫,58100
,,,,,,,,,,,,,
66.22㎡,海江二村,精装,无,中楼层 (共6层),22,南,,宝山,淞宝,,280,2室1厅1厨1卫,42284
,,,,,,,,,,,,,
58.43㎡,行知家园,简装,无,高楼层 (共6层),67,南 北,,宝山,大华,,278,1室2厅1厨1卫,47579
,,,,,,,,,,,,,
61.88㎡,大华一村,精装,无,低楼层 (共6层),66,南,,宝山,大华,,330,2室1厅1厨1卫,53330
,,,,,,,,,,,,,
55㎡,文宝苑,精装,有,高楼层 (共11层),148,南,,宝山,顾村,,253,2室1厅1厨1卫,46000
,,,,,,,,,,,,,
63.81㎡,天极盛宅花园,简装,无,低楼层 (共6层),28,南,,宝山,顾村,,215,2室1厅1厨1卫,33694
,,,,,,,,,,,,,
90.91㎡,保利叶上海(二期),精装,有,低楼层 (共33层),33,南 北,,宝山,顾村,,445,3室2厅1厨2卫,48950
,,,,,,,,,,,,,
129.06㎡,富长苑,毛坯,有,中楼层 (共12层),46,南,,宝山,罗店,,370,3室2厅1厨2卫,28669
,,,,,,,,,,,,,
64.49㎡,好旺花苑,精装,无,高楼层 (共6层),47,南,,宝山,大华,,318,2室1厅1厨1卫,49310
,,,,,,,,,,,,,
45.59㎡,杨泰二村,简装,无,高楼层 (共6层),37,南 北,,宝山,杨行,,178,1室1厅1厨1卫,39044
,,,,,,,,,,,,,
92.05㎡,富丽苑,精装,无,高楼层 (共6层),108,南,,宝山,罗店,,278,3室2厅1厨1卫,30201
,,,,,,,,,,,,,
57.15㎡,杨泰一村,精装,无,中楼层 (共6层),128,南,,宝山,杨行,,209,2室2厅1厨1卫,36571
,,,,,,,,,,,,,
75.8㎡,锦秋路1188弄,精装,无,低楼层 (共6层),44,南,,宝山,上大,,352,2室2厅1厨1卫,46438
,,,,,,,,,,,,,
79.52㎡,万科琥珀郡园,精装,有,高楼层 (共6层),45,南,,宝山,罗店,,365,3室2厅1厨1卫,45901
,,,,,,,,,,,,,
83.09㎡,大华一村,精装,无,高楼层 (共6层),94,南 北,,宝山,大华,,370,2室1厅1厨1卫,44531
,,,,,,,,,,,,,
41.2㎡,呼玛三村,简装,无,高楼层 (共6层),5,南,,宝山,张庙,,190,1室1厅1厨1卫,46117
,,,,,,,,,,,,,
82.51㎡,殷高小区,精装,无,中楼层 (共6层),37,南,,宝山,高境,,410,2室2厅1厨1卫,49691
,,,,,,,,,,,,,
71.37㎡,大华一村,精装,无,高楼层 (共6层),40,南,,宝山,大华,,330,2室1厅1厨1卫,46238
,,,,,,,,,,,,,
40.53㎡,通河四村,简装,无,高楼层 (共6层),20,南,,宝山,通河,,178,1室1厅1厨1卫,43919
,,,,,,,,,,,,,
132.03㎡,君邑地中海(公寓),精装,有,高楼层 (共18层),33,南 北,,宝山,大场镇,,635,3室2厅1厨2卫,48096
,,,,,,,,,,,,,
67.62㎡,虎林路435弄,精装,无,低楼层 (共6层),35,南,,宝山,张庙,,278,2室1厅1厨1卫,41113
,,,,,,,,,,,,,
86.38㎡,申泉花苑,精装,无,高楼层 (共6层),62,南,,宝山,大华,,360,2室1厅1厨1卫,41677
,,,,,,,,,,,,,
140㎡,经纬弘汇地标家园,简装,有,中楼层 (共22层),23,南 北,,宝山,上大,,735,3室2厅1厨2卫,52500
,,,,,,,,,,,,,
72.61㎡,泗塘五村,简装,无,高楼层 (共6层),59,南,,宝山,张庙,,258,2室1厅1厨1卫,35533
,,,,,,,,,,,,,
38.49㎡,共和五村,精装,无,高楼层 (共6层),46,南,,宝山,张庙,,150,1室1厅1厨1卫,38972
,,,,,,,,,,,,,
69.7㎡,泗塘四村,简装,有,低楼层 (共15层),45,南,,宝山,张庙,,240,2室1厅1厨1卫,34434
,,,,,,,,,,,,,
55.24㎡,共康六村,精装,无,高楼层 (共6层),72,南 北,,宝山,共康,,240,1室1厅1厨1卫,43447
,,,,,,,,,,,,,
78.97㎡,锦秋路1188弄,简装,无,高楼层 (共6层),30,南,,宝山,上大,,340,2室2厅1厨1卫,43055
,,,,,,,,,,,,,
81.11㎡,民主花园,简装,有,低楼层 (共18层),48,南,,宝山,张庙,,365,2室1厅1厨1卫,45001
,,,,,,,,,,,,,
42.61㎡,通河二村,简装,无,高楼层 (共6层),11,南,,宝山,通河,,180,1室1厅1厨1卫,42244
,,,,,,,,,,,,,
39.44㎡,天极盛宅花园,简装,无,中楼层 (共6层),1,南,,宝山,顾村,,160,1室1厅1厨1卫,40568
,,,,,,,,,,,,,
82.27㎡,共富一村,简装,无,高楼层 (共6层),62,南,,宝山,共富,,310,3室1厅1厨1卫,37681
,,,,,,,,,,,,,
76㎡,上坤乐城,精装,有,低楼层 (共12层),3,南,,宝山,顾村,,285,2室2厅1厨1卫,37500
,,,,,,,,,,,,,
53.63㎡,月浦八村,简装,无,高楼层 (共6层),2,南,,宝山,月浦,,165,2室1厅1厨1卫,30767
,,,,,,,,,,,,,
45.51㎡,泗塘二村,其他,无,低楼层 (共5层),1,南,,宝山,张庙,,210,2室0厅1厨1卫,46144
,,,,,,,,,,,,,
68.71㎡,天极盛宅花园,精装,无,低楼层 (共6层),3,南 北,,宝山,顾村,,265,2室1厅1厨1卫,38568
,,,,,,,,,,,,,
100.76㎡,绿地海域笙晖(公寓),毛坯,有,低楼层 (共17层),1,南 北,,宝山,杨行,,430,3室2厅1厨1卫,42676
,,,,,,,,,,,,,
123.06㎡,淞兴路305弄,简装,无,中楼层 (共6层),0,南,,宝山,淞宝,,480,3室2厅1厨1卫,39006
,,,,,,,,,,,,,
92.4㎡,馨华苑,简装,无,高楼层 (共6层),3,南,,宝山,大华,,560,2室2厅1厨1卫,60607
,,,,,,,,,,,,,
134.42㎡,香逸湾,精装,有,低楼层 (共13层),7,南 北,,宝山,杨行,,600,4室2厅1厨2卫,44637
,,,,,,,,,,,,,
107.3㎡,枫庭丽苑,精装,无,高楼层 (共6层),7,南,,宝山,大华,,595,3室2厅1厨1卫,55453
,,,,,,,,,,,,,
58.58㎡,共和五村,其他,无,中楼层 (共6层),3,南 北,,宝山,张庙,,250,2室1厅1厨1卫,42677
,,,,,,,,,,,,,
46.55㎡,逸仙二村,简装,无,高楼层 (共6层),0,南,,宝山,高境,,207,1室1厅1厨1卫,44469
,,,,,,,,,,,,,
89.89㎡,馨华苑,精装,无,高楼层 (共6层),8,南,,宝山,大华,,550,2室2厅1厨1卫,61186
,,,,,,,,,,,,,
68.14㎡,逸仙路1321弄,简装,无,高楼层 (共6层),7,南,,宝山,高境,,280,2室1厅1厨1卫,41092
,,,,,,,,,,,,,
79.86㎡,中国铁建青秀城,精装,暂无数据,低楼层 (共15层),3,南,,宝山,顾村,,320,2室2厅1厨1卫,40071
,,,,,,,,,,,,,
67.45㎡,共富二村,简装,有,低楼层 (共11层),4,南,,宝山,共富,,273,1室1厅1厨1卫,40475
,,,,,,,,,,,,,
42.54㎡,高境一村,精装,无,中楼层 (共6层),9,南,,宝山,高境,,205,1室1厅1厨1卫,48190
,,,,,,,,,,,,,
130.77㎡,馨佳园(韶山路245弄),毛坯,有,低楼层 (共17层),9,南 北,,宝山,顾村,,525,3室2厅1厨2卫,40147
,,,,,,,,,,,,,
84.53㎡,共和八村,精装,无,高楼层 (共6层),3,南 北,,宝山,张庙,,380,3室1厅1厨1卫,44955
,,,,,,,,,,,,,
128.95㎡,惠阳苑,精装,无,高楼层 (共6层),1,南 北,,宝山,月浦,,370,3室2厅1厨2卫,28694
,,,,,,,,,,,,,
115.36㎡,天馨花园(公寓),简装,无,高楼层 (共6层),4,南,,宝山,杨行,,465,5室3厅1厨2卫,40309
,,,,,,,,,,,,,
140.07㎡,思致公寓,简装,有,低楼层 (共16层),0,南,,宝山,淞宝,,721,4室2厅1厨2卫,51475
,,,,,,,,,,,,,
80.39㎡,淞滨路803弄,精装,无,高楼层 (共6层),3,南,,宝山,淞宝,,305,2室2厅1厨1卫,37941
,,,,,,,,,,,,,
147.36㎡,保利叶上海(二期),毛坯,有,高楼层 (共32层),2,南,,宝山,顾村,,750,5室2厅1厨3卫,50896
,,,,,,,,,,,,,
69.06㎡,美罗家园宝欣苑一村,简装,有,中楼层 (共18层),27,南,,宝山,罗店,,180,2室1厅1厨1卫,26065
,,,,,,,,,,,,,
86㎡,宝沁苑,毛坯,有,低楼层 (共18层),3,南,,宝山,顾村,,290,2室2厅1厨1卫,33721
,,,,,,,,,,,,,
69.29㎡,荻泾苑,简装,无,高楼层 (共6层),23,南,,宝山,顾村,,205,2室1厅1厨1卫,29586
,,,,,,,,,,,,,
45.69㎡,三门路489弄,简装,无,高楼层 (共6层),6,南,,宝山,高境,,183,1室1厅1厨1卫,40053
,,,,,,,,,,,,,
47.59㎡,海江二村,简装,无,中楼层 (共6层),3,南,,宝山,淞宝,,190,1室1厅1厨1卫,39925
,,,,,,,,,,,,,
38.69㎡,海滨八村,毛坯,无,高楼层 (共6层),3,南,,宝山,淞宝,,145,1室1厅1厨1卫,37478
,,,,,,,,,,,,,
46.5㎡,长江路780弄,简装,无,中楼层 (共6层),14,南,,宝山,淞南,,168,2室0厅1厨1卫,36130
,,,,,,,,,,,,,
34.83㎡,海滨八村,简装,无,高楼层 (共6层),2,南,,宝山,淞宝,,140,1室1厅1厨1卫,40196
,,,,,,,,,,,,,
39.21㎡,宝林二村,毛坯,无,低楼层 (共6层),15,南,,宝山,淞宝,,158,1室1厅1厨1卫,40296
,,,,,,,,,,,,,
36.66㎡,淞南九村,简装,无,中楼层 (共6层),1,南,,宝山,淞南,,160,1室1厅1厨1卫,43645
,,,,,,,,,,,,,
90.28㎡,保利叶语(二期)(公寓),毛坯,有,低楼层 (共21层),5,南,,宝山,顾村,,450,2室2厅1厨1卫,49845
,,,,,,,,,,,,,
42.75㎡,南大路76弄,精装,无,高楼层 (共6层),19,南,,宝山,大场镇,,169,1室1厅1厨1卫,39533
,,,,,,,,,,,,,
66.2㎡,复星花园(行知路635弄),精装,无,高楼层 (共6层),41,南 北,,宝山,大华,,308,1室1厅1厨1卫,46526
,,,,,,,,,,,,,
36.55㎡,海江二村,简装,无,中楼层 (共6层),4,南,,宝山,淞宝,,148,1室0厅1厨1卫,40493
,,,,,,,,,,,,,
97.18㎡,康泰东苑,精装,无,中楼层 (共6层),34,南,,宝山,大华,,500,2室2厅1厨2卫,51451
,,,,,,,,,,,,,
54.04㎡,呼玛三村,精装,无,高楼层 (共6层),17,南,,宝山,张庙,,250,2室1厅1厨1卫,46263
,,,,,,,,,,,,,
59.2㎡,泗塘三村,简装,无,中楼层 (共5层),33,南,,宝山,张庙,,265,2室1厅1厨1卫,44764
,,,,,,,,,,,,,
62.05㎡,泗塘五村,简装,无,高楼层 (共6层),13,南,,宝山,张庙,,223,2室1厅1厨1卫,35939
,,,,,,,,,,,,,
104.74㎡,富隆苑,简装,有,中楼层 (共11层),27,南,,宝山,共富,,425,2室2厅1厨1卫,40577
,,,,,,,,,,,,,
78.66㎡,盛达家园,精装,无,低楼层 (共6层),2,南,,宝山,张庙,,380,2室1厅1厨1卫,48310
,,,,,,,,,,,,,
155.61㎡,富弘苑,简装,无,高楼层 (共5层),32,南,,宝山,共富,,550,4室2厅1厨2卫,35345
,,,,,,,,,,,,,
91.43㎡,盛达家园,精装,有,高楼层 (共14层),5,南,,宝山,张庙,,430,2室2厅1厨1卫,47031
,,,,,,,,,,,,,
105.73㎡,水岸蓝桥(公寓),精装,有,低楼层 (共14层),60,南 西,,宝山,大华,,630,2室2厅1厨1卫,59586
,,,,,,,,,,,,,
36.74㎡,月浦六村,精装,无,中楼层 (共6层),41,南,,宝山,月浦,,118,1室1厅1厨1卫,32118
,,,,,,,,,,,,,
29.5㎡,泰和路678弄,简装,无,中楼层 (共5层),3,南,,宝山,淞宝,,125,1室1厅1厨1卫,42373
,,,,,,,,,,,,,
83㎡,罗南二村,精装,无,中楼层 (共6层),5,南,,宝山,罗店,,240,2室2厅1厨1卫,28916
,,,,,,,,,,,,,
105.52㎡,万业紫辰苑,毛坯,有,中楼层 (共28层),3,南,,宝山,杨行,,420,3室2厅1厨1卫,39803
,,,,,,,,,,,,,
76.42㎡,馨佳园(菊泉街1398弄),简装,有,低楼层 (共18层),2,南,,宝山,顾村,,285,2室2厅1厨1卫,37294
,,,,,,,,,,,,,
39㎡,宝林九村,精装,无,中楼层 (共6层),5,南,,宝山,淞宝,,145,1室1厅1厨1卫,37180
,,,,,,,,,,,,,
44.6㎡,葑润华庭,简装,无,低楼层 (共6层),5,南,,宝山,上大,,230,1室1厅1厨1卫,51570
,,,,,,,,,,,,,
75.55㎡,通河七村,简装,无,高楼层 (共6层),0,南,,宝山,通河,,320,2室2厅1厨1卫,42357
,,,,,,,,,,,,,
47.28㎡,锦龙苑,毛坯,无,高楼层 (共6层),6,南,,宝山,上大,,190,1室1厅1厨1卫,40187
,,,,,,,,,,,,,
67.76㎡,大华一村,简装,无,高楼层 (共6层),8,南,,宝山,大华,,325,2室1厅1厨1卫,47964
,,,,,,,,,,,,,
85.51㎡,共富二村,简装,无,高楼层 (共6层),30,南,,宝山,共富,,305,3室1厅1厨1卫,35669
,,,,,,,,,,,,,
67.14㎡,淞南七村,精装,无,中楼层 (共6层),9,南,,宝山,淞南,,270,2室1厅1厨1卫,40215
,,,,,,,,,,,,,
112.13㎡,屹立家园,精装,无,中楼层 (共6层),3,南 北,,宝山,共康,,565,3室2厅1厨1卫,50388
,,,,,,,,,,,,,
84.28㎡,富锦苑,简装,无,中楼层 (共6层),5,南,,宝山,月浦,,255,2室1厅1厨1卫,30257
,,,,,,,,,,,,,
124.72㎡,共富二村,精装,有,高楼层 (共11层),0,南 北,,宝山,共富,,510,3室2厅1厨1卫,40892
,,,,,,,,,,,,,
112.28㎡,城投世纪名城,其他,无,高楼层 (共6层),0,南,,宝山,张庙,,540,3室2厅1厨1卫,48095
,,,,,,,,,,,,,
134.42㎡,香逸湾,精装,有,低楼层 (共13层),4,南,,宝山,杨行,,560,4室2厅1厨2卫,41661
,,,,,,,,,,,,,
104.69㎡,富浩花园,精装,无,高楼层 (共6层),3,南,,宝山,张庙,,480,3室2厅1厨2卫,45850
,,,,,,,,,,,,,
91.88㎡,城投世纪名城,其他,无,高楼层 (共6层),1,南,,宝山,张庙,,455,2室2厅1厨1卫,49522
,,,,,,,,,,,,,
148.34㎡,旭辉依云湾,精装,无,中楼层 (共4层),1,南,,宝山,顾村,,630,3室2厅1厨2卫,42471
,,,,,,,,,,,,,
87.73㎡,宝山八村,简装,无,高楼层 (共6层),24,南 北,,宝山,淞宝,,390,2室1厅1厨1卫,44455
,,,,,,,,,,,,,
87.77㎡,高杨佳苑,精装,暂无数据,低楼层 (共26层),21,南 北,,宝山,高境,,470,2室2厅1厨1卫,53550
,,,,,,,,,,,,,
123.15㎡,经纬学府涵青花园(二期),精装,有,低楼层 (共13层),38,南,,宝山,上大,,585,3室2厅1厨2卫,47504
,,,,,,,,,,,,,
121.68㎡,锦秋花园(公寓),简装,无,低楼层 (共6层),13,南 北,,宝山,上大,,530,3室2厅1厨2卫,43557
,,,,,,,,,,,,,
137㎡,锦秋花园(公寓),精装,有,中楼层 (共6层),56,南 北,,宝山,上大,,550,3室2厅1厨2卫,40146
,,,,,,,,,,,,,
217.38㎡,共和二村,其他,无,高楼层 (共6层),2,南 北,,宝山,张庙,,620,4室3厅1厨2卫,28522
,,,,,,,,,,,,,
111.3㎡,锦通苑,精装,无,低楼层 (共6层),29,南,,宝山,淞南,,520,3室2厅1厨2卫,46721
,,,,,,,,,,,,,
41.57㎡,通河八村,简装,无,高楼层 (共6层),111,南,,宝山,通河,,176,2室1厅1厨1卫,42339
,,,,,,,,,,,,,
123.66㎡,绿洲花园,精装,有,低楼层 (共12层),53,南,,宝山,顾村,,400,3室2厅1厨2卫,32347
,,,,,,,,,,,,,
107㎡,中国铁建青秀城,精装,暂无数据,中楼层 (共16层),1,南,,宝山,顾村,,465,3室2厅1厨1卫,43458
,,,,,,,,,,,,,
95.95㎡,逸仙华庭,精装,无,中楼层 (共6层),5,南,,宝山,高境,,639,2室2厅1厨1卫,66598
,,,,,,,,,,,,,
84.77㎡,保利叶上海(二期),精装,有,低楼层 (共30层),17,南,,宝山,顾村,,425,3室2厅1厨2卫,50136
,,,,,,,,,,,,,
65.74㎡,通河八村,简装,无,高楼层 (共6层),44,南,,宝山,通河,,285,2室1厅1厨1卫,43353
,,,,,,,,,,,,,
138.08㎡,宝启花园(公寓),精装,有,低楼层 (共10层),54,南 北,,宝山,杨行,,400,3室2厅1厨2卫,28969
,,,,,,,,,,,,,
98㎡,大华碧云天,精装,暂无数据,低楼层 (共18层),97,南 北,,宝山,大华,,600,2室2厅1厨1卫,61225
,,,,,,,,,,,,,
100.95㎡,宝山八村,简装,无,低楼层 (共6层),27,南,,宝山,淞宝,,460,3室2厅1厨1卫,45568
,,,,,,,,,,,,,
95.52㎡,环绿国际,精装,有,低楼层 (共18层),30,南,,宝山,顾村,,320,3室2厅1厨1卫,33501
,,,,,,,,,,,,,
90.74㎡,文华苑(宝山),精装,无,高楼层 (共6层),82,南,,宝山,大华,,475,3室1厅1厨1卫,52348
,,,,,,,,,,,,,
56㎡,文宝苑,毛坯,有,高楼层 (共11层),60,南,,宝山,顾村,,255,1室1厅1厨1卫,45536
,,,,,,,,,,,,,
61.89㎡,共富二村,精装,无,高楼层 (共6层),176,南,,宝山,共富,,235,2室2厅1厨1卫,37971
,,,,,,,,,,,,,
80.27㎡,好旺苑,精装,无,高楼层 (共6层),12,南,,宝山,大华,,450,2室2厅1厨1卫,56061
,,,,,,,,,,,,,
94.74㎡,康泰新城,精装,无,低楼层 (共6层),6,南,,宝山,大华,,470,2室2厅1厨1卫,49610
,,,,,,,,,,,,,
125.33㎡,中冶尚园,精装,有,高楼层 (共11层),1,南 北,,宝山,月浦,,420,4室2厅1厨2卫,33512
,,,,,,,,,,,,,
82.21㎡,共康路400弄,精装,无,高楼层 (共6层),50,南,,宝山,共康,,370,2室2厅1厨1卫,45007
,,,,,,,,,,,,,
91.05㎡,新天地荻泾花园,精装,有,高楼层 (共18层),11,南,,宝山,顾村,,400,3室2厅1厨1卫,43932
,,,,,,,,,,,,,
87.69㎡,保利叶语(二期)(公寓),精装,有,低楼层 (共21层),14,南,,宝山,顾村,,430,2室2厅1厨1卫,49037
,,,,,,,,,,,,,
67.59㎡,共康七村,精装,无,高楼层 (共7层),12,南,,宝山,共康,,285,2室1厅1厨1卫,42167
,,,,,,,,,,,,,
58.11㎡,美罗家园润苑,毛坯,有,高楼层 (共24层),22,南,,宝山,罗店,,165,1室1厅1厨1卫,28395
,,,,,,,,,,,,,
41.74㎡,永清二村,简装,无,低楼层 (共6层),44,南,,宝山,淞宝,,155,1室1厅1厨1卫,37135
,,,,,,,,,,,,,
56.6㎡,嘉骏香山苑,简装,无,低楼层 (共6层),38,南,,宝山,淞南,,295,1室1厅1厨1卫,52121
,,,,,,,,,,,,,
46.74㎡,泗塘八村,简装,无,中楼层 (共6层),0,南,,宝山,张庙,,185,1室1厅1厨1卫,39581
,,,,,,,,,,,,,
111㎡,宝沁苑,精装,有,中楼层 (共18层),2,南 北,,宝山,顾村,,400,3室2厅1厨1卫,36037
,,,,,,,,,,,,,
86.65㎡,淞南七村,简装,无,高楼层 (共6层),2,南,,宝山,淞南,,320,3室1厅1厨1卫,36931
,,,,,,,,,,,,,
92.14㎡,汇秀公寓,精装,有,高楼层 (共18层),2,南,,宝山,通河,,520,2室2厅1厨1卫,56436
,,,,,,,,,,,,,
73.06㎡,共康八村,精装,无,高楼层 (共6层),7,南,,宝山,共康,,305,2室1厅1厨1卫,41747
,,,,,,,,,,,,,
73.92㎡,馨佳园(菊盛路851弄),毛坯,有,低楼层 (共18层),8,南 北,,宝山,顾村,,275,2室1厅1厨1卫,37203
,,,,,,,,,,,,,
51.78㎡,大华二村,精装,无,高楼层 (共6层),2,南,,宝山,大华,,245,1室1厅1厨1卫,47316
,,,,,,,,,,,,,
75.83㎡,宝林九村,简装,有,高楼层 (共18层),0,东 南,,宝山,淞宝,,310,2室1厅1厨1卫,40881
,,,,,,,,,,,,,
47.78㎡,大华二村,简装,无,高楼层 (共6层),0,南,,宝山,大华,,240,1室1厅1厨1卫,50231
,,,,,,,,,,,,,
141.19㎡,锦辉绿园,精装,无,中楼层 (共6层),0,南,,宝山,通河,,730,3室2厅1厨2卫,51704
,,,,,,,,,,,,,
163.4㎡,昌鑫世纪园,其他,无,高楼层 (共6层),1,南,,宝山,通河,,860,6室3厅1厨2卫,52632
,,,,,,,,,,,,,
198.86㎡,昌鑫家园,精装,无,高楼层 (共6层),10,南,,宝山,通河,,808,5室3厅1厨2卫,40632
,,,,,,,,,,,,,
138.11㎡,世纪非凡锦城,精装,有,中楼层 (共18层),0,南,,宝山,顾村,,520,3室2厅1厨2卫,37652
,,,,,,,,,,,,,
49.79㎡,泗塘二村,精装,无,中楼层 (共6层),8,南 北,,宝山,张庙,,210,2室1厅1厨1卫,42178
,,,,,,,,,,,,,
147㎡,环绿国际,精装,无,低楼层 (共3层),0,南,,宝山,顾村,,780,4室2厅1厨2卫,53062
,,,,,,,,,,,,,
91.68㎡,新梅绿岛苑,精装,有,低楼层 (共18层),38,南 北,,宝山,共康,,460,2室2厅1厨1卫,50175
,,,,,,,,,,,,,
144.63㎡,通河八村,精装,无,高楼层 (共6层),17,南,,宝山,通河,,550,3室2厅1厨2卫,38029
,,,,,,,,,,,,,
99.62㎡,逸仙华庭,精装,有,中楼层 (共11层),6,南 北,,宝山,高境,,600,2室2厅1厨1卫,60229
,,,,,,,,,,,,,
53.97㎡,宝林一村,精装,有,高楼层 (共6层),33,南 北,,宝山,淞宝,,260,2室1厅1厨1卫,48175
,,,,,,,,,,,,,
131.98㎡,三湘海尚城(公寓),精装,有,低楼层 (共18层),8,南,,宝山,淞南,,800,4室2厅1厨2卫,60616
,,,,,,,,,,,,,
145.88㎡,旭辉依云湾,精装,无,中楼层 (共4层),13,南,,宝山,顾村,,585,3室2厅1厨2卫,40102
,,,,,,,,,,,,,
120㎡,逸仙华庭,精装,有,高楼层 (共6层),13,南 北,,宝山,高境,,690,3室2厅1厨2卫,57500
,,,,,,,,,,,,,
70.12㎡,宝山一村,精装,无,高楼层 (共6层),12,南,,宝山,淞宝,,270,2室2厅1厨1卫,38506
,,,,,,,,,,,,,
57.87㎡,共康五村,简装,无,低楼层 (共6层),18,南,,宝山,共康,,265,2室1厅1厨1卫,45793
,,,,,,,,,,,,,
59.58㎡,逸仙路1321弄,精装,无,高楼层 (共6层),83,南 北,,宝山,高境,,255,2室1厅1厨1卫,42800
,,,,,,,,,,,,,
89.16㎡,菊泉公寓,其他,无,高楼层 (共6层),0,南,,宝山,顾村,,285,2室2厅1厨1卫,31966
,,,,,,,,,,,,,
86.45㎡,铂金华府,精装,有,中楼层 (共13层),29,南 北,,宝山,大华,,625,2室2厅1厨1卫,72297
,,,,,,,,,,,,,
62.57㎡,密山新村,简装,无,中楼层 (共6层),5,南 北,,宝山,淞宝,,260,2室1厅1厨1卫,41554
,,,,,,,,,,,,,
45.47㎡,通河六村,简装,无,高楼层 (共7层),5,南,,宝山,通河,,180,1室1厅1厨1卫,39587
,,,,,,,,,,,,,
58㎡,月浦十村,简装,无,低楼层 (共6层),7,南,,宝山,月浦,,178,2室1厅1厨1卫,30690
,,,,,,,,,,,,,
65.28㎡,海滨二村(宝山),精装,无,高楼层 (共5层),8,南,,宝山,淞宝,,265,2室1厅1厨1卫,40595
,,,,,,,,,,,,,
55.63㎡,宝林二村,精装,无,高楼层 (共5层),8,南,,宝山,淞宝,,235,2室1厅1厨1卫,42244
,,,,,,,,,,,,,
51.09㎡,马泾桥一村,简装,无,低楼层 (共19层),4,南,,宝山,月浦,,150,2室1厅1厨1卫,29360
,,,,,,,,,,,,,
36.55㎡,海江二村,简装,无,高楼层 (共6层),0,南,,宝山,淞宝,,155,1室0厅1厨1卫,42408
,,,,,,,,,,,,,
87.48㎡,万科四季花城,精装,有,低楼层 (共14层),15,南,,宝山,杨行,,350,2室2厅1厨1卫,40010
,,,,,,,,,,,,,
95.23㎡,海德花园,毛坯,无,高楼层 (共4层),2,南,,宝山,杨行,,399,2室2厅1厨1卫,41899
,,,,,,,,,,,,,
54.88㎡,馨佳园(菊泉街1280弄),精装,有,低楼层 (共18层),10,南,,宝山,顾村,,220,1室1厅1厨1卫,40088
,,,,,,,,,,,,,
103.98㎡,罗新苑,精装,有,低楼层 (共11层),8,南,,宝山,罗店,,275,3室2厅1厨1卫,26448
,,,,,,,,,,,,,
88.06㎡,淞南新五村,简装,无,高楼层 (共6层),21,南,,宝山,淞南,,360,3室1厅1厨1卫,40882
,,,,,,,,,,,,,
71.07㎡,盛桥二村,其他,无,高楼层 (共6层),6,南,,宝山,月浦,,170,2室1厅1厨1卫,23921
,,,,,,,,,,,,,
52.03㎡,马泾桥四村,简装,暂无数据,中楼层 (共9层),25,南,,宝山,月浦,,131,2室1厅1厨1卫,25178
,,,,,,,,,,,,,
78.57㎡,馨佳园(菊泉街1398弄),毛坯,有,高楼层 (共24层),6,南 北,,宝山,顾村,,286,2室1厅1厨1卫,36401
,,,,,,,,,,,,,
66.27㎡,宝沁苑,精装,有,高楼层 (共18层),47,南,,宝山,顾村,,236,1室1厅1厨1卫,35612
,,,,,,,,,,,,,
92.67㎡,美罗家园美平苑,精装,有,低楼层 (共12层),25,南,,宝山,罗店,,275,2室1厅1厨1卫,29676
,,,,,,,,,,,,,
37.54㎡,海滨四村,简装,无,中楼层 (共6层),32,南,,宝山,淞宝,,135,1室0厅1厨1卫,35962
,,,,,,,,,,,,,
120.58㎡,富秀苑,简装,无,中楼层 (共6层),4,南,,宝山,罗店,,370,3室2厅1厨2卫,30686
,,,,,,,,,,,,,
53.46㎡,富秀苑,精装,无,高楼层 (共6层),5,南,,宝山,罗店,,205,2室1厅1厨1卫,38347
,,,,,,,,,,,,,
53.31㎡,馨佳园(菊盛路851弄),简装,有,高楼层 (共18层),40,南,,宝山,顾村,,228,1室1厅1厨1卫,42769
,,,,,,,,,,,,,
182.33㎡,金辉兰湖美域,精装,无,高楼层 (共5层),12,暂无数据,,宝山,罗店,,680,4室2厅1厨3卫,37296
,,,,,,,,,,,,,
83.96㎡,保利叶上海(二期),毛坯,有,中楼层 (共33层),10,南,,宝山,顾村,,395,3室2厅1厨1卫,47047
,,,,,,,,,,,,,
83㎡,罗南二村,简装,无,中楼层 (共6层),2,南,,宝山,罗店,,240,2室1厅1厨1卫,28916
,,,,,,,,,,,,,
47.5㎡,大华一村,简装,无,低楼层 (共6层),9,南,,宝山,大华,,240,1室1厅1厨1卫,50527
,,,,,,,,,,,,,
86.17㎡,罗南一村,精装,无,低楼层 (共6层),16,南,,宝山,罗店,,232,2室2厅1厨1卫,26924
,,,,,,,,,,,,,
32㎡,乾溪新村,精装,无,中楼层 (共5层),21,南,,宝山,大场镇,,150,1室1厅1厨1卫,46875
,,,,,,,,,,,,,
127.22㎡,吴淞新城,简装,有,低楼层 (共18层),3,南,,宝山,淞宝,,700,3室2厅1厨2卫,55023
,,,,,,,,,,,,,
46.7㎡,美岸栖庭(公寓),简装,有,中楼层 (共18层),0,南,,宝山,高境,,245,1室1厅1厨1卫,52463
